attributes,business_id,categories,city,full_address,hours,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type,zip_code,R_cat
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wi-Fi': 'no', 'Wheelchair Accessible': True}",wzP2yNpV5p04nh0injjymA,"['Food', 'Ice Cream & Frozen Yogurt', 'Desserts']",Phoenix,"5521 N 7th Ave
Phoenix, AZ 85013","{'Wednesday': {'open': '11:00', 'close': '21:30'}, 'Monday': {'open': '11:00', 'close': '22:00'}, 'Friday': {'open': '11:00', 'close': '23:00'}, 'Thursday': {'open': '11:00', 'close': '21:30'}, 'Tuesday': {'open': '11:00', 'close': '21:30'}, 'Saturday': {'open': '11:00', 'close': '23:00'}, 'Sunday': {'open': '11:30', 'close': '21:00'}}",33.5173987,-112.0820298,Mary Coyle Ol Fashion Ice Cream,[],False,156,4.0,AZ,business,85013,2
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True, 'Open 24 Hours': False}",iWlaj4R-2BTsWR7PwL90BQ,"['Electronics', 'Shopping']",Phoenix,"3035 W Thunderbird Rd
Phoenix, AZ 85053","{'Wednesday': {'open': '08:00', 'close': '21:00'}, 'Monday': {'open': '08:00', 'close': '21:00'}, 'Friday': {'open': '08:00', 'close': '21:00'}, 'Thursday': {'open': '08:00', 'close': '21:00'}, 'Tuesday': {'open': '08:00', 'close': '21:00'}, 'Saturday': {'open': '09:00', 'close': '21:00'}, 'Sunday': {'open': '09:00', 'close': '19:00'}}",33.6090848,-112.1238062,Fry's Electronics,[],True,118,2.5,AZ,business,85053,2
"{'Attire': 'casual', 'Take-out': True, 'Takes Reservations': True, 'Accepts Credit Cards': True, 'Price Range': 1, 'Waiter Service': False, 'Wi-Fi': 'no', 'Good For Groups': True, 'Outdoor Seating': True, 'Alcohol': 'none', 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True, 'Good For': {'lunch': False, 'breakfast': True, 'latenight': False, 'dessert': False, 'dinner': False, 'brunch': False}, 'Ambience': {'casual': False, 'touristy': False, 'hipster': False, 'intimate': False, 'romantic': False, 'divey': False, 'trendy': False, 'classy': False}, 'Delivery': False, 'Good for Kids': True}",6HAwTnhNJoR5VNdfUrRoEw,"['Food', 'Donuts', 'Coffee & Tea']",Chandler,"1016 N Arizona Ave
Chandler, AZ 85225","{'Wednesday': {'open': '00:00', 'close': '00:00'}, 'Monday': {'open': '00:00', 'close': '00:00'}, 'Friday': {'open': '00:00', 'close': '00:00'}, 'Thursday': {'open': '00:00', 'close': '00:00'}, 'Tuesday': {'open': '00:00', 'close': '00:00'}, 'Saturday': {'open': '00:00', 'close': '00:00'}, 'Sunday': {'open': '00:00', 'close': '00:00'}}",33.3224379,-111.8416345,Bosa Donuts,[],True,121,4.5,AZ,business,85225,2
{'Good for Kids': False},l3WML3zeuotwUHzhbwCj_w,"['Active Life', 'Rafting/Kayaking']",Mesa,"9200 N Bush Hwy
Mesa, AZ 85201","{'Wednesday': {'open': '09:00', 'close': '18:30'}, 'Monday': {'open': '09:00', 'close': '18:30'}, 'Friday': {'open': '09:00', 'close': '18:30'}, 'Thursday': {'open': '09:00', 'close': '18:30'}, 'Tuesday': {'open': '09:00', 'close': '18:30'}, 'Saturday': {'open': '09:00', 'close': '18:30'}, 'Sunday': {'open': '09:00', 'close': '18:30'}}",33.544627,-111.611406,Salt River Tubing,[],True,118,4.0,AZ,business,85201,2
"{'Good For Groups': True, 'Noise Level': 'very_loud', 'Music': {'video': False, 'jukebox': True, 'live': False, 'dj': False}, 'Accepts Credit Cards': True, 'Price Range': 1, 'Coat Check': False, 'Outdoor Seating': True, 'Alcohol': 'full_bar', 'Parking': {'garage': False, 'street': True, 'validated': False, 'valet': False, 'lot': False}, 'Smoking': 'outdoor', 'Has TV': True, 'Wheelchair Accessible': True, 'Ambience': {'casual': False, 'touristy': False, 'hipster': False, 'intimate': False, 'romantic': False, 'divey': True, 'trendy': False, 'classy': False, 'upscale': False}, 'Good For Dancing': True, 'Happy Hour': True}",fjAQGf-iJlVjD2vizzuORQ,"['Bars', 'Nightlife']",Scottsdale,"4251 N Winfield Scott Plz
Scottsdale, AZ 85251","{'Wednesday': {'open': '10:00', 'close': '02:00'}, 'Monday': {'open': '10:00', 'close': '02:00'}, 'Friday': {'open': '10:00', 'close': '02:00'}, 'Thursday': {'open': '10:00', 'close': '02:00'}, 'Tuesday': {'open': '10:00', 'close': '02:00'}, 'Saturday': {'open': '10:00', 'close': '02:00'}, 'Sunday': {'open': '10:00', 'close': '02:00'}}",33.498177,-111.924959,Giligins,[],True,179,3.0,AZ,business,85251,2
"{'Good For Groups': True, 'Noise Level': 'very_loud', 'Music': {'video': False, 'jukebox': False, 'live': True, 'dj': True}, 'Ages Allowed': '21plus', 'Accepts Credit Cards': True, 'Price Range': 2, 'Coat Check': False, 'Outdoor Seating': True, 'Alcohol': 'full_bar', 'Parking': {'garage': False, 'street': True, 'validated': False, 'valet': False, 'lot': False}, 'Smoking': 'outdoor', 'Has TV': True, 'Wheelchair Accessible': True, 'Ambience': {'casual': True, 'touristy': False, 'hipster': True, 'intimate': False, 'romantic': False, 'divey': False, 'trendy': True, 'classy': False, 'upscale': False}, 'Good For Dancing': True, 'Good for Kids': False, 'Happy Hour': False}",1mhywrdsgdqJM3OGZIpVtA,"['Bars', 'Music Venues', 'Arts & Entertainment', 'Dance Clubs', 'Nightlife', 'Lounges']",Scottsdale,"7295 E Stetson Dr
Scottsdale, AZ 85251","{'Saturday': {'open': '20:00', 'close': '02:00'}, 'Thursday': {'open': '20:00', 'close': '02:00'}, 'Friday': {'open': '20:00', 'close': '02:00'}, 'Sunday': {'open': '20:00', 'close': '02:00'}}",33.4994444,-111.9242412,Martini Ranch,[],False,133,3.5,AZ,business,85251,2
"{'Good For Groups': True, 'Noise Level': 'average', 'Music': {'video': False, 'jukebox': True, 'live': False, 'dj': False}, 'Accepts Credit Cards': True, 'Price Range': 1, 'Coat Check': False, 'Outdoor Seating': True, 'Alcohol': 'full_bar', 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Smoking': 'outdoor', 'Has TV': True, 'Wheelchair Accessible': True, 'Ambience': {'casual': False, 'touristy': False, 'hipster': False, 'intimate': False, 'romantic': False, 'divey': True, 'trendy': False, 'classy': False, 'upscale': False}, 'Good For Dancing': False, 'Happy Hour': True}",cjjZt2oOkk0F152RkQMfQw,"['Dive Bars', 'Bars', 'Nightlife']",Scottsdale,"7011 E Indian School Rd
Scottsdale, AZ 85251","{'Wednesday': {'open': '06:00', 'close': '02:00'}, 'Monday': {'open': '06:00', 'close': '02:00'}, 'Friday': {'open': '06:00', 'close': '02:00'}, 'Thursday': {'open': '06:00', 'close': '02:00'}, 'Tuesday': {'open': '06:00', 'close': '02:00'}, 'Saturday': {'open': '06:00', 'close': '02:00'}, 'Sunday': {'open': '06:00', 'close': '02:00'}}",33.4946362,-111.9299092,Coach House,[],True,168,4.0,AZ,business,85251,2
"{'Accepts Credit Cards': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': True, 'lot': True}, 'Wheelchair Accessible': True, 'By Appointment Only': False, 'Price Range': 3, 'Wi-Fi': 'paid', 'Dogs Allowed': True}",EcHuaHD9IcoPEWNsU8vDTw,"['Day Spas', 'Hotels & Travel', 'Beauty & Spas', 'Event Planning & Services', 'Hotels']",Scottsdale,"5402 E Lincoln Dr
Scottsdale, AZ 85253","{'Wednesday': {'open': '00:00', 'close': '00:00'}, 'Monday': {'open': '00:00', 'close': '00:00'}, 'Friday': {'open': '00:00', 'close': '00:00'}, 'Thursday': {'open': '00:00', 'close': '00:00'}, 'Tuesday': {'open': '00:00', 'close': '00:00'}, 'Saturday': {'open': '00:00', 'close': '00:00'}, 'Sunday': {'open': '00:00', 'close': '00:00'}}",33.53433,-111.96457,JW Marriott Scottsdale Camelback Inn Resort & Spa,[],True,160,4.0,AZ,business,85253,2
"{'Accepts Credit Cards': True, 'Price Range': 3, 'Wi-Fi': 'free'}",xm8F51qKjx0cfdOSukTDng,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Paradise Valley,"5700 E McDonald Dr
Paradise Valley, AZ 85253","{'Wednesday': {'open': '00:00', 'close': '00:00'}, 'Monday': {'open': '00:00', 'close': '00:00'}, 'Friday': {'open': '00:00', 'close': '00:00'}, 'Thursday': {'open': '00:00', 'close': '00:00'}, 'Tuesday': {'open': '00:00', 'close': '00:00'}, 'Saturday': {'open': '00:00', 'close': '00:00'}, 'Sunday': {'open': '00:00', 'close': '00:00'}}",33.5219881,-111.9593524,Sanctuary Resort On Camelback Mountain,[],True,129,4.5,AZ,business,85253,2
"{'Accepts Credit Cards': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True, 'By Appointment Only': False, 'Price Range': 2, 'Wi-Fi': 'paid'}",dJvUc4ViWEJ0NJfQtYo7xg,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Scottsdale,"7200 North Scottsdale Road
Scottsdale, AZ 85253","{'Wednesday': {'open': '00:00', 'close': '00:00'}, 'Monday': {'open': '00:00', 'close': '00:00'}, 'Friday': {'open': '00:00', 'close': '00:00'}, 'Thursday': {'open': '00:00', 'close': '00:00'}, 'Tuesday': {'open': '00:00', 'close': '00:00'}, 'Saturday': {'open': '00:00', 'close': '00:00'}, 'Sunday': {'open': '00:00', 'close': '00:00'}}",33.5400879,-111.9260096,The Scottsdale Plaza Resort,[],True,106,3.0,AZ,business,85253,2
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True, 'Good for Kids': False}",rrd7NeAgARDNzPsxxsBJiQ,"['Hotels & Travel', 'Tours']",Scottsdale,"12621 N Frank Lloyd Wright Blvd
Scottsdale, AZ 85259","{'Wednesday': {'open': '09:00', 'close': '17:00'}, 'Monday': {'open': '09:00', 'close': '17:00'}, 'Friday': {'open': '09:00', 'close': '21:00'}, 'Thursday': {'open': '09:00', 'close': '17:00'}, 'Tuesday': {'open': '09:00', 'close': '17:00'}, 'Saturday': {'open': '09:00', 'close': '17:00'}, 'Sunday': {'open': '09:00', 'close': '17:00'}}",33.606651902329,-111.84298106206,Taliesin West,[],True,144,4.5,AZ,business,85259,2
"{'Good For Groups': True, 'Noise Level': 'average', 'Music': {'background_music': False, 'live': False, 'video': False, 'jukebox': False, 'karaoke': False, 'dj': False}, 'Accepts Credit Cards': True, 'Price Range': 2, 'Coat Check': False, 'Outdoor Seating': False, 'Alcohol': 'full_bar', 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Smoking': 'no', 'Has TV': False, 'Wheelchair Accessible': True, 'Ambience': {'casual': True, 'touristy': False, 'hipster': False, 'intimate': False, 'romantic': False, 'divey': False, 'trendy': False, 'classy': False, 'upscale': False}, 'Good For Dancing': False, 'Good for Kids': False, 'Happy Hour': False}",e8kRfAKXM_1qj9LMgp0s2w,"['Nightlife', 'Comedy Clubs']",Tempe,"930 E University Dr
Tempe, AZ 85281","{'Wednesday': {'open': '10:00', 'close': '18:00'}, 'Monday': {'open': '10:00', 'close': '18:00'}, 'Friday': {'open': '10:00', 'close': '18:00'}, 'Thursday': {'open': '10:00', 'close': '18:00'}, 'Tuesday': {'open': '10:00', 'close': '18:00'}, 'Saturday': {'open': '10:00', 'close': '18:00'}, 'Sunday': {'open': '10:00', 'close': '18:00'}}",33.4223391,-111.9251026,Tempe Improv,[],True,164,3.5,AZ,business,85281,2
"{'Accepts Credit Cards': True, 'Good for Kids': True}",ohxd8La86GdC_3vgwBWLHA,"['Arts & Entertainment', 'Performing Arts']",Tempe,"1200 S Forest Ave
Tempe, AZ 85287","{'Wednesday': {'open': '10:00', 'close': '18:00'}, 'Monday': {'open': '10:00', 'close': '18:00'}, 'Friday': {'open': '10:00', 'close': '18:00'}, 'Thursday': {'open': '10:00', 'close': '18:00'}, 'Tuesday': {'open': '10:00', 'close': '18:00'}, 'Saturday': {'open': '10:00', 'close': '18:00'}, 'Sunday': {'open': '10:00', 'close': '18:00'}}",33.4163799,-111.9380236,ASU Gammage,[],True,114,3.5,AZ,business,85287,2
"{'Accepts Credit Cards': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True, 'By Appointment Only': False, 'Price Range': 2, 'Good for Kids': True}",3Dj0FsIr2Kw0e1nsaDSGig,"['Hair Salons', 'Skin Care', 'Hair Removal', 'Beauty & Spas']",Tempe,"107 E Baseline Rd
Ste 6
Tempe, AZ 85283","{'Wednesday': {'open': '09:00', 'close': '18:00'}, 'Saturday': {'open': '09:00', 'close': '18:00'}, 'Friday': {'open': '09:00', 'close': '18:00'}, 'Thursday': {'open': '09:00', 'close': '18:00'}, 'Tuesday': {'open': '09:00', 'close': '18:00'}, 'Sunday': {'open': '11:00', 'close': '16:00'}}",33.378216,-111.9382251,Altered Ego Salon & Spa,[],True,125,4.5,AZ,business,85283,2
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True}",m4Vdae9cdx7bgr6bIjjbkw,"['Food', 'Beer, Wine & Spirits', 'Grocery']",Tempe,"6460 S McClintock Dr
Tempe, AZ 85283","{'Wednesday': {'open': '08:00', 'close': '21:00'}, 'Monday': {'open': '08:00', 'close': '21:00'}, 'Friday': {'open': '08:00', 'close': '21:00'}, 'Thursday': {'open': '08:00', 'close': '21:00'}, 'Tuesday': {'open': '08:00', 'close': '21:00'}, 'Saturday': {'open': '08:00', 'close': '21:00'}, 'Sunday': {'open': '08:00', 'close': '21:00'}}",33.3620529,-111.9126619,Trader Joe's,[],True,114,4.5,AZ,business,85283,2
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True, 'Dogs Allowed': False}",98TXQV7QHCpaHXfeziMDfw,"['Electronics', 'Shopping']",Tempe,"2300 W Baseline Rd
Tempe, AZ 85283","{'Wednesday': {'open': '08:00', 'close': '21:00'}, 'Monday': {'open': '08:00', 'close': '21:00'}, 'Friday': {'open': '08:00', 'close': '21:00'}, 'Thursday': {'open': '08:00', 'close': '21:00'}, 'Tuesday': {'open': '08:00', 'close': '21:00'}, 'Saturday': {'open': '09:00', 'close': '21:00'}, 'Sunday': {'open': '09:00', 'close': '19:00'}}",33.3791527,-111.9722295,Fry's Electronics,[],True,143,2.5,AZ,business,85283,2
{'Good for Kids': True},F0ZXhPJD8yNS3xzTxsichg,"['Arts & Entertainment', 'Stadiums & Arenas']",Glendale,"9400 West Maryland
Glendale, AZ 85305","{'Thursday': {'open': '10:00', 'close': '18:00'}, 'Tuesday': {'open': '10:00', 'close': '18:00'}, 'Wednesday': {'open': '10:00', 'close': '18:00'}, 'Friday': {'open': '10:00', 'close': '18:00'}, 'Monday': {'open': '10:00', 'close': '18:00'}}",33.531484,-112.26167,Gila River Arena,[],True,108,4.0,AZ,business,85305,2
"{'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Outdoor Seating': True, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 1, 'Wi-Fi': 'free'}",exNRVWeo9dBaIEyluD63DQ,"['Food', 'Coffee & Tea']",Scottsdale,"8120 N Hayden Rd
Ste E104
Scottsdale, AZ 85258","{'Wednesday': {'open': '06:00', 'close': '19:00'}, 'Monday': {'open': '06:00', 'close': '19:00'}, 'Friday': {'open': '06:00', 'close': '19:00'}, 'Thursday': {'open': '06:00', 'close': '19:00'}, 'Tuesday': {'open': '06:00', 'close': '19:00'}, 'Saturday': {'open': '06:00', 'close': '19:00'}, 'Sunday': {'open': '06:00', 'close': '18:00'}}",33.5557353,-111.8988152,Village Coffee Roastery,[],True,134,4.5,AZ,business,85258,2
"{'Accepts Credit Cards': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': True, 'lot': True}, 'Wheelchair Accessible': True, 'By Appointment Only': False, 'Price Range': 3, 'Wi-Fi': 'paid', 'Good for Kids': True, 'Dogs Allowed': False}",jPhmaY35qGP2qNc68viXPg,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Phoenix,"5350 East Marriott Drive
Phoenix, AZ 85054","{'Wednesday': {'open': '00:00', 'close': '00:00'}, 'Monday': {'open': '00:00', 'close': '00:00'}, 'Friday': {'open': '00:00', 'close': '00:00'}, 'Thursday': {'open': '00:00', 'close': '00:00'}, 'Tuesday': {'open': '00:00', 'close': '00:00'}, 'Saturday': {'open': '00:00', 'close': '00:00'}, 'Sunday': {'open': '00:00', 'close': '00:00'}}",33.683479,-111.966112,JW Marriott Phoenix Desert Ridge Resort & Spa,[],True,190,4.0,AZ,business,85054,2
"{'Attire': 'casual', 'Take-out': True, 'Takes Reservations': False, 'Accepts Credit Cards': True, 'Price Range': 1, 'Waiter Service': False, 'Wi-Fi': 'free', 'Good For Kids': True, 'Order at Counter': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True, 'Delivery': False, 'Good for Kids': True}",seu8O6yPQ5Yz8kQv-KFnKQ,"['Food', 'Gelato']",Phoenix,"3164 E Camelback Rd
Phoenix, AZ 85018","{'Wednesday': {'open': '11:00', 'close': '23:00'}, 'Monday': {'open': '11:00', 'close': '23:00'}, 'Friday': {'open': '11:00', 'close': '00:00'}, 'Thursday': {'open': '11:00', 'close': '23:00'}, 'Tuesday': {'open': '11:00', 'close': '23:00'}, 'Saturday': {'open': '11:00', 'close': '00:00'}, 'Sunday': {'open': '11:00', 'close': '23:00'}}",33.511021,-112.013567,The Gelato Spot,[],True,131,4.0,AZ,business,85018,2
{'Wi-Fi': 'free'},K04Sot5bwUk-BkOotkurmA,"['Libraries', 'Public Services & Government']",Phoenix,"1221 N Central Ave
Phoenix, AZ 85004","{'Wednesday': {'open': '09:00', 'close': '21:00'}, 'Monday': {'open': '09:00', 'close': '17:00'}, 'Friday': {'open': '09:00', 'close': '17:00'}, 'Thursday': {'open': '09:00', 'close': '21:00'}, 'Tuesday': {'open': '09:00', 'close': '21:00'}, 'Saturday': {'open': '09:00', 'close': '17:00'}, 'Sunday': {'open': '13:00', 'close': '17:00'}}",33.4625669,-112.0730634,Phoenix Public Library,[],True,103,4.0,AZ,business,85004,2
"{'Attire': 'casual', 'Takes Reservations': False, 'Take-out': True, 'Noise Level': 'average', 'Accepts Credit Cards': True, 'Price Range': 2, 'Waiter Service': False, 'Wi-Fi': 'free', 'Good For Groups': False, 'Outdoor Seating': True, 'Alcohol': 'none', 'Parking': {'garage': False, 'street': True, 'validated': False, 'valet': False, 'lot': False}, 'Has TV': False, 'Wheelchair Accessible': True, 'Good For': {'lunch': False, 'breakfast': True, 'latenight': False, 'dessert': False, 'dinner': False, 'brunch': False}, 'Ambience': {'casual': False, 'touristy': False, 'hipster': False, 'intimate': False, 'romantic': False, 'divey': False, 'trendy': False, 'classy': False, 'upscale': False}, 'Delivery': True, 'Good for Kids': True}",iqLVYrsX25XUZqjRjvbYfg,"['Bakeries', 'Food', 'Coffee & Tea', 'Desserts']",Phoenix,"610 E Roosevelt St
Ste 145
Phoenix, AZ 85004","{'Wednesday': {'open': '06:30', 'close': '18:00'}, 'Monday': {'open': '06:30', 'close': '18:00'}, 'Friday': {'open': '06:30', 'close': '18:00'}, 'Thursday': {'open': '06:30', 'close': '18:00'}, 'Tuesday': {'open': '06:30', 'close': '18:00'}, 'Saturday': {'open': '08:00', 'close': '18:00'}, 'Sunday': {'open': '08:00', 'close': '15:00'}}",33.458692129096,-112.065567970276,Tammie Coe Cakes,[],True,137,4.0,AZ,business,85004,2
"{'Accepts Credit Cards': True, 'Price Range': 1, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True, 'Dogs Allowed': True}",xLCbkTYQaP-nij6mEfaw7A,"['Books, Mags, Music & Video', 'Musical Instruments & Teachers', 'Shopping']",Phoenix,"8034 N 19th Ave
Phoenix, AZ 85021","{'Wednesday': {'open': '09:00', 'close': '22:00'}, 'Monday': {'open': '09:00', 'close': '22:00'}, 'Friday': {'open': '09:00', 'close': '22:00'}, 'Thursday': {'open': '09:00', 'close': '22:00'}, 'Tuesday': {'open': '09:00', 'close': '22:00'}, 'Saturday': {'open': '09:00', 'close': '22:00'}, 'Sunday': {'open': '09:00', 'close': '22:00'}}",33.5542912,-112.0999796,Bookmans Entertainment Exchange,[],True,122,4.0,AZ,business,85021,2
"{'Good For Groups': True, 'Noise Level': 'average', 'Music': {'video': False, 'jukebox': True, 'live': False, 'dj': False}, 'Accepts Credit Cards': True, 'Price Range': 1, 'Coat Check': False, 'Outdoor Seating': True, 'Alcohol': 'full_bar', 'Parking': {'garage': False, 'street': True, 'validated': False, 'valet': False, 'lot': False}, 'Smoking': 'outdoor', 'Has TV': True, 'Wheelchair Accessible': True, 'Ambience': {'casual': False, 'touristy': False, 'hipster': False, 'intimate': False, 'romantic': False, 'divey': True, 'trendy': False, 'classy': False, 'upscale': False}, 'Good For Dancing': False, 'Happy Hour': True}",Edj0quZE5k1WcAtf883j6w,"['Bars', 'Nightlife', 'Lounges']",Phoenix,"2701 E Indian School Rd
Phoenix, AZ 85016","{'Wednesday': {'open': '12:00', 'close': '02:00'}, 'Monday': {'open': '12:00', 'close': '02:00'}, 'Friday': {'open': '12:00', 'close': '02:00'}, 'Thursday': {'open': '12:00', 'close': '02:00'}, 'Tuesday': {'open': '12:00', 'close': '02:00'}, 'Saturday': {'open': '12:00', 'close': '02:00'}, 'Sunday': {'open': '12:00', 'close': '02:00'}}",33.4947311,-112.0235561,Shady's,[],True,158,4.0,AZ,business,85016,2
{'Good for Kids': True},GOlq9CGj4APl_S2jyhMr1g,"['Arts & Entertainment', 'Cinema']",Scottsdale,"7001 E Highland Ave
Scottsdale, AZ 85250",{},33.5053003183517,-111.930755167452,Harkins Camelview 5,[],True,149,4.0,AZ,business,85250,2
{'Good for Kids': True},V-mvhyX6lxu5l2euYatlrQ,"['Arts & Entertainment', 'Stadiums & Arenas']",Glendale,"1 Cardinals Drive
Glendale, AZ 85305","{'Wednesday': {'open': '10:00', 'close': '18:00'}, 'Monday': {'open': '10:00', 'close': '18:00'}, 'Friday': {'open': '10:00', 'close': '18:00'}, 'Thursday': {'open': '10:00', 'close': '18:00'}, 'Tuesday': {'open': '10:00', 'close': '18:00'}, 'Saturday': {'open': '10:00', 'close': '14:30'}}",33.5276339,-112.2622636,University of Phoenix Stadium,[],True,138,4.0,AZ,business,85305,2
"{'Attire': 'casual', 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 1, 'Wi-Fi': 'free', 'Good For Groups': True, 'Outdoor Seating': True}",Q0AADLgsYi1sFDk8jtMYUw,"['Food', 'Coffee & Tea']",Tempe,"1801 E Baseline Rd
Tempe, AZ 85281","{'Wednesday': {'open': '05:30', 'close': '19:00'}, 'Monday': {'open': '05:30', 'close': '19:00'}, 'Friday': {'open': '05:30', 'close': '19:00'}, 'Thursday': {'open': '05:30', 'close': '19:00'}, 'Tuesday': {'open': '05:30', 'close': '19:00'}, 'Saturday': {'open': '06:30', 'close': '19:00'}, 'Sunday': {'open': '06:30', 'close': '19:00'}}",33.3774019,-111.908621,Steve's Espresso,[],True,101,4.0,AZ,business,85281,2
{'Good for Kids': True},vZBYSQtTbY9MaYu5qNuU8Q,"['Active Life', 'Hiking', 'Parks']",Phoenix,"2800 E Squaw Peak Dr
Phoenix, AZ 85016",{},33.5372103,-112.0264399,Piestewa Peak,[],True,133,4.5,AZ,business,85016,2
"{'Good For Groups': True, 'Noise Level': 'very_loud', 'Music': {'video': False, 'jukebox': False, 'live': True, 'dj': False}, 'Accepts Credit Cards': True, 'Price Range': 2, 'Coat Check': False, 'Outdoor Seating': False, 'Alcohol': 'full_bar', 'Parking': {'garage': True, 'street': True, 'validated': False, 'valet': False, 'lot': False}, 'Smoking': 'outdoor', 'Has TV': False, 'Wheelchair Accessible': True, 'Ambience': {'casual': True, 'touristy': False, 'hipster': False, 'intimate': False, 'romantic': False, 'divey': False, 'trendy': False, 'classy': False, 'upscale': False}, 'Good For Dancing': True, 'Good for Kids': False, 'Happy Hour': True}",Q_jHqufNoxdlgCtLbqrpsA,"['Piano Bars', 'Arts & Entertainment', 'Bars', 'Nightlife', 'Music Venues']",Tempe,"501 S Mill Ave
Ste B-101
Tempe, AZ 85281","{'Wednesday': {'open': '20:00', 'close': '02:00'}, 'Monday': {'open': '20:00', 'close': '02:00'}, 'Friday': {'open': '19:00', 'close': '02:00'}, 'Thursday': {'open': '20:00', 'close': '02:00'}, 'Tuesday': {'open': '20:00', 'close': '02:00'}, 'Saturday': {'open': '19:00', 'close': '02:00'}, 'Sunday': {'open': '20:00', 'close': '02:00'}}",33.4252659830523,-111.939773558319,Big Bang - Dueling Piano Bar,[],False,163,4.0,AZ,business,85281,2
"{'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': True, 'lot': False}, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 3, 'Wi-Fi': 'free', 'Outdoor Seating': True, 'Dogs Allowed': False}",WFDxa8r0sT2ZnehYTyT1LQ,"['Beauty & Spas', 'Resorts', 'Event Planning & Services', 'Hotels & Travel', 'Day Spas', 'Hotels']",Carefree,"34631 N Tom Darlington Dr
Carefree, AZ 85377","{'Wednesday': {'open': '06:00', 'close': '06:00'}, 'Monday': {'open': '06:00', 'close': '06:00'}, 'Friday': {'open': '06:00', 'close': '06:00'}, 'Thursday': {'open': '06:00', 'close': '06:00'}, 'Tuesday': {'open': '06:00', 'close': '06:00'}, 'Saturday': {'open': '06:00', 'close': '06:00'}, 'Sunday': {'open': '06:00', 'close': '06:00'}}",33.8040457,-111.927357,"The Boulders, A Waldorf Astoria Resort",[],True,102,4.0,AZ,business,85377,2
"{'Accepts Credit Cards': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True, 'Open 24 Hours': False, 'By Appointment Only': False, 'Price Range': 3}",qsThMZ3lXWYLN4t08ScsNA,"[""Women's Clothing"", ""Men's Clothing"", 'Fashion', 'Shopping', 'Jewelry']",Phoenix,"10 W Camelback Rd
Phoenix, AZ 85013","{'Wednesday': {'open': '10:00', 'close': '18:00'}, 'Monday': {'open': '10:00', 'close': '18:00'}, 'Friday': {'open': '10:00', 'close': '18:00'}, 'Thursday': {'open': '10:00', 'close': '18:00'}, 'Tuesday': {'open': '10:00', 'close': '18:00'}, 'Saturday': {'open': '10:00', 'close': '18:00'}, 'Sunday': {'open': '12:00', 'close': '17:00'}}",33.5095493,-112.0745274,Frances,[],True,108,4.0,AZ,business,85013,2
