street,lot,dep_stores,rest,shopping,hotel,art,score
FALSE,TRUE,0,0,0,0,0,67.5
FALSE,TRUE,0,378,21,0,0,213.5
FALSE,FALSE,0,577.5,20,0,0,21
FALSE,TRUE,0,466.5,20,0,0,56
FALSE,FALSE,0,0,15,0,0,21
FALSE,FALSE,0,319,0,760,0,640.5
FALSE,TRUE,0,3522.5,235,0,31.5,108
FALSE,TRUE,0,3637.5,424.5,0,31.5,329
FALSE,TRUE,0,141,0,0,0,732
FALSE,FALSE,0,574.5,0,0,0,15
FALSE,FALSE,0,1026.5,0,0,0,17.5
FALSE,TRUE,0,0,0,0,51,16
FALSE,TRUE,0,775,112,0,31.5,360
FALSE,FALSE,0,1545.5,523.5,0,0,15
FALSE,TRUE,0,139,152,0,0,63
FALSE,FALSE,0,0,0,0,0,31.5
FALSE,TRUE,0,0,0,0,0,45.5
FALSE,TRUE,0,0,0,0,0,59.5
FALSE,TRUE,0,0,0,0,0,136
FALSE,TRUE,0,1221.5,15,0,28,378
TRUE,FALSE,0,6510,211,0,906,119
TRUE,FALSE,0,4990.5,111,0,186,675.5
FALSE,TRUE,0,2738.5,100,0,720,180
FALSE,FALSE,0,539,429.5,0,50,4.5
FALSE,TRUE,0,3220.5,681,0,0,414
TRUE,FALSE,0,482,70,0,515,141
TRUE,FALSE,0,3587,91,0,542,176
TRUE,FALSE,0,6533,211,0,906,96
FALSE,FALSE,0,7634,211,0,861,16
FALSE,FALSE,0,0,0,0,0,31.5
FALSE,TRUE,0,4063,432,0,75,152
FALSE,FALSE,0,6731,91,0,542,24
FALSE,TRUE,0,1450,15,0,28,132
TRUE,FALSE,0,0,0,0,0,3256
FALSE,FALSE,0,6546.5,191,0,1190,12
FALSE,FALSE,0,6734,91,0,542,21
TRUE,FALSE,0,2506,20,0,90,270
FALSE,TRUE,0,0,0,0,0,142.5
FALSE,FALSE,36,657,187,0,60,20
FALSE,FALSE,0,1791,69,0,0,24
TRUE,FALSE,0,0,0,0,0,27
FALSE,FALSE,0,920.5,93.5,0,0,20
FALSE,FALSE,0,0,0,0,64,10
FALSE,FALSE,0,20,0,0,0,9
FALSE,TRUE,0,76,0,0,57,98
FALSE,TRUE,0,0,0,0,0,244
FALSE,FALSE,0,93,0,0,0,35
FALSE,FALSE,0,15,0,0,47,24
FALSE,TRUE,0,375,0,0,0,117
FALSE,TRUE,0,35,0,0,0,93
FALSE,TRUE,0,356,93.5,0,0,584.5
FALSE,TRUE,0,604.5,93.5,0,0,336
FALSE,TRUE,0,0,22.5,0,339,184.5
FALSE,FALSE,0,98.5,0,0,0,13.5
FALSE,FALSE,0,0,0,87,0,38
FALSE,FALSE,0,61.5,0,0,0,6
FALSE,TRUE,0,0,15,0,0,28
FALSE,FALSE,0,18,0,0,0,49.5
FALSE,TRUE,0,122.5,0,0,0,44
FALSE,TRUE,0,20,0,0,0,454.5
FALSE,FALSE,0,0,0,15,0,12
FALSE,FALSE,0,20,0,0,0,6
FALSE,TRUE,0,121.5,0,0,0,87.5
FALSE,FALSE,0,76.5,10.5,0,0,24
FALSE,FALSE,0,0,20,0,0,12
FALSE,TRUE,0,10,0,0,0,292.5
FALSE,FALSE,0,195.5,0,0,0,13.5
FALSE,FALSE,0,0,0,0,0,10.5
FALSE,FALSE,0,6,0,0,0,20
FALSE,TRUE,0,0,0,0,0,88
FALSE,FALSE,0,0,0,0,0,24
FALSE,TRUE,0,1183.5,0,0,0,15
FALSE,TRUE,0,1570,204,0,20,203
FALSE,TRUE,0,0,16,0,0,248
FALSE,TRUE,0,1977.5,796,0,0,168
FALSE,FALSE,0,1601,204,0,20,154
FALSE,TRUE,0,1717.5,720,0,0,428
FALSE,TRUE,0,1717,0,108,0,376
FALSE,TRUE,9,910,508,0,0,33
FALSE,TRUE,0,1142.5,0,0,0,56
FALSE,FALSE,0,2103.5,1213,8,0,10
FALSE,FALSE,9,839,547,52.5,0,30
FALSE,FALSE,0,1744.5,204,0,20,10.5
FALSE,TRUE,0,507.5,1581.5,0,22.5,276
FALSE,FALSE,0,2545,1394,8,0,27
FALSE,TRUE,0,555,204,0,20,1200
FALSE,TRUE,0,1689.5,766.5,0,508.5,22.5
FALSE,TRUE,0,1397,0,108,0,540
FALSE,TRUE,0,147.5,75,0,0,455
FALSE,FALSE,0,1739,204,0,20,16
FALSE,TRUE,0,2064.5,1563,0,0,836
FALSE,TRUE,0,2730.5,0,108,0,264
FALSE,FALSE,0,61.5,56.5,0,0,24
FALSE,TRUE,0,783.5,0,0,0,544
FALSE,TRUE,0,120,14,0,0,236
FALSE,FALSE,15,143.5,0,0,0,42
FALSE,TRUE,0,182,45,0,0,1304
FALSE,TRUE,0,120,154,0,0,35
FALSE,FALSE,0,0,224,0,0,12.5
FALSE,FALSE,15,152.5,0,0,0,33
FALSE,FALSE,0,1612,198,0,0,57
FALSE,FALSE,292,492,169,0,0,25
FALSE,TRUE,236,104.5,45.5,0,0,297.5
FALSE,FALSE,0,1098,0,0,0,10
FALSE,TRUE,0,176,0,0,0,456
FALSE,FALSE,0,606,135,0,0,15
FALSE,FALSE,0,573,135,0,0,48
FALSE,TRUE,0,0,0,0,0,38.5
FALSE,TRUE,0,647.5,0,0,0,444
FALSE,TRUE,0,565,135,0,0,56
FALSE,TRUE,0,283,135,0,0,320
FALSE,FALSE,56,502,169,0,0,15
FALSE,FALSE,15,133,0,0,0,52.5
FALSE,FALSE,292,390,45.5,0,0,12
FALSE,FALSE,0,93,0,0,0,45.5
FALSE,TRUE,0,1630,198,0,0,39
FALSE,FALSE,200,179.5,349,0,0,28
FALSE,FALSE,0,1712.5,70.5,0,0,21
FALSE,FALSE,0,315,72,0,0,7.5
FALSE,FALSE,20,877.5,22.5,0,0,18
FALSE,TRUE,0,106.5,0,0,0,216
FALSE,FALSE,0,64,0,0,0,16
FALSE,FALSE,0,50,0,0,0,30
FALSE,TRUE,0,15,0,158,0,237
FALSE,FALSE,0,17.5,35,0,0,9
FALSE,TRUE,0,36,0,0,0,35
FALSE,FALSE,0,50,0,0,0,21
FALSE,FALSE,0,56,0,0,0,15
FALSE,FALSE,0,0,0,0,0,31.5
FALSE,TRUE,20,847.5,22.5,0,0,48
FALSE,FALSE,0,0,31.5,0,0,16
FALSE,TRUE,20,223.5,22.5,0,0,672
FALSE,TRUE,30,25.5,0,0,0,35
FALSE,FALSE,0,339.5,0,0,0,10
FALSE,FALSE,0,143,0,0,0,76
FALSE,FALSE,0,171,0,0,0,12
FALSE,TRUE,0,139,0,0,0,44
FALSE,FALSE,0,339.5,0,0,0,10
FALSE,FALSE,0,308.5,10.5,18,0,15
FALSE,TRUE,0,1443,607,0,0,45
FALSE,FALSE,0,861,122,27.5,0,28
FALSE,FALSE,0,813,122,27.5,0,76
FALSE,TRUE,0,0,0,0,0,40
FALSE,FALSE,0,908,0,59,0,18
FALSE,FALSE,0,441,28,0,0,12
FALSE,TRUE,0,311.5,10.5,18,0,12
FALSE,TRUE,0,222.5,28,0,0,24
FALSE,TRUE,0,765,0,55,0,161
FALSE,TRUE,0,71,44,0,0,108.5
FALSE,FALSE,0,307.5,10.5,18,0,16
FALSE,TRUE,0,1376.5,607,0,0,143.5
FALSE,TRUE,0,793,122,27.5,0,96
FALSE,FALSE,0,880,122,27.5,0,9
FALSE,FALSE,0,1327,607,0,0,14
FALSE,TRUE,0,10,15,147,0,148
FALSE,FALSE,0,0,0,0,0,14
FALSE,TRUE,0,686,0,52,0,504
FALSE,FALSE,0,439.5,28,0,0,13.5
FALSE,TRUE,0,1022,0,24,0,168
FALSE,TRUE,0,49.5,28,0,0,129.5
FALSE,TRUE,0,747,0,87,0,264
FALSE,TRUE,0,1213,544,0,0,69
FALSE,FALSE,0,0,15,147,0,12
FALSE,FALSE,0,148,15,147,0,10
FALSE,TRUE,0,1484,607,0,0,36
FALSE,TRUE,0,1160,607,0,0,360
FALSE,TRUE,0,93,0,18,0,206.5
FALSE,TRUE,0,879,122,27.5,0,10
FALSE,FALSE,0,2655.5,57,0,0,16
FALSE,FALSE,0,165.5,44,0,0,14
FALSE,TRUE,0,147.5,44,0,0,32
FALSE,FALSE,0,125.5,13.5,0,0,39
FALSE,FALSE,0,316.5,285,0,0,20
FALSE,FALSE,0,146.5,13.5,0,0,18
FALSE,TRUE,0,111,62.5,0,0,112
FALSE,FALSE,117.5,362,0,18,0,35
FALSE,TRUE,0,435.5,18,0,0,24
FALSE,FALSE,0,463.5,31,17.5,0,77
FALSE,TRUE,0,858,16,17.5,0,213.5
FALSE,TRUE,0,302,18,0,0,157.5
FALSE,TRUE,0,168.5,285,0,0,168
FALSE,FALSE,117.5,341,35,18,0,12
FALSE,FALSE,0,397.5,0,18,0,17.5
FALSE,TRUE,0,826.5,31,17.5,0,105
FALSE,FALSE,0,293.5,53,0,0,18
FALSE,FALSE,0,236,23.5,18,15,44
FALSE,TRUE,0,749.5,16,75.5,0,140
FALSE,TRUE,0,283.5,53,0,0,75
FALSE,TRUE,0,0,0,0,0,400
FALSE,FALSE,0,184,152,0,0,18
FALSE,FALSE,0,397,49,0,0,13.5
FALSE,FALSE,0,961.5,0,0,0,98
FALSE,TRUE,30,855,106,20,0,64
FALSE,TRUE,0,232,49,0,0,178.5
FALSE,FALSE,0,674,0,0,0,76
FALSE,TRUE,0,0,20,0,0,102
FALSE,FALSE,0,1901,94,0,234.5,33
FALSE,FALSE,0,2282,106,0,234.5,56
FALSE,FALSE,0,328.5,0,20,0,6
FALSE,FALSE,0,1885,94,0,234.5,49
FALSE,TRUE,0,2395,106,20,234.5,150
FALSE,FALSE,0,1095,0,0,0,17.5
FALSE,TRUE,0,344.5,49,0,0,66
FALSE,TRUE,0,1024.5,0,0,0,88
FALSE,FALSE,0,198.5,0,0,0,27
FALSE,TRUE,0,0,0,0,0,63
FALSE,TRUE,0,1607,50,0,234.5,240
FALSE,FALSE,0,478.5,0,0,0,27
FALSE,TRUE,0,341.5,49,0,0,69
FALSE,TRUE,0,874,0,0,0,185.5
FALSE,TRUE,0,1742,50,0,234.5,105
FALSE,TRUE,0,1031.5,0,0,0,28
FALSE,FALSE,0,166,152,0,0,36
FALSE,FALSE,0,427.5,0,20,0,15
FALSE,FALSE,0,1919,66,0,234.5,15
FALSE,FALSE,0,1907,94,0,234.5,27
FALSE,FALSE,0,187,0,0,0,38.5
FALSE,FALSE,0,995,0,0,0,35
FALSE,FALSE,30,491,40,10,0,15
FALSE,TRUE,0,139,152,0,0,63
FALSE,TRUE,0,0,0,0,0,45.5
FALSE,TRUE,0,368.5,49,0,0,42
FALSE,TRUE,0,397,0,20,0,45.5
FALSE,FALSE,0,399,0,0,0,42
FALSE,TRUE,0,114,0,0,0,100
FALSE,TRUE,0,345,240,0,0,384
FALSE,TRUE,0,23,27,0,0,144
FALSE,FALSE,0,159,27,0,0,8
FALSE,FALSE,7.5,260,34.5,0,0,21
FALSE,TRUE,0,555,101,0,0,116
TRUE,FALSE,0,1700,45,0,0,48
FALSE,TRUE,0,1676,45,0,0,72
FALSE,FALSE,0,268,45.5,0,0,7.5
FALSE,TRUE,0,835,222.5,53,0,88
FALSE,TRUE,0,554,73,0,0,117
FALSE,TRUE,0,76.5,0,0,0,99
FALSE,TRUE,7.5,223.5,34.5,0,0,57.5
FALSE,TRUE,0,1725.5,45,0,0,22.5
FALSE,TRUE,0,715,240,0,0,14
FALSE,TRUE,0,878,240,53,0,54
FALSE,TRUE,24.5,714,10.5,0,0,22.5
FALSE,FALSE,24.5,673.5,10.5,0,0,63
FALSE,FALSE,0,196,0,0,0,18
FALSE,FALSE,24.5,722.5,10.5,0,0,14
FALSE,FALSE,0,651,101,0,0,20
FALSE,TRUE,0,503,101,0,0,168
FALSE,TRUE,0,19.5,45.5,0,0,256
FALSE,TRUE,0,743,222.5,53,0,180
FALSE,TRUE,0,431,101,0,0,240
FALSE,FALSE,0,263.5,45.5,0,0,12
FALSE,FALSE,0,138,0,0,0,4.5
FALSE,TRUE,0,58.5,0,0,0,84
FALSE,FALSE,0,124.5,0,0,0,18
FALSE,FALSE,0,157,0,0,0,28
FALSE,TRUE,0,59.5,0,0,0,56
FALSE,TRUE,0,156.5,13.5,0,0,17.5
FALSE,FALSE,0,150,13.5,0,0,31.5
FALSE,TRUE,0,56,0,0,0,59.5
FALSE,FALSE,0,403.5,0,0,0,10
FALSE,FALSE,0,171.5,18,0,0,10
FALSE,TRUE,0,139.5,13.5,0,0,42
FALSE,FALSE,18,196.5,4.5,0,0,7.5
FALSE,FALSE,0,171,18,0,0,10.5
FALSE,FALSE,0,389,0,0,0,24.5
FALSE,FALSE,18,50,4.5,0,0,12.5
FALSE,FALSE,0,373.5,0,0,0,40
FALSE,FALSE,0,278.5,54,0,0,30
FALSE,TRUE,0,92,7.5,0,0,96
FALSE,FALSE,0,382.5,7.5,0,0,24
FALSE,TRUE,0,204,7.5,0,0,202.5
FALSE,TRUE,0,100.5,7.5,0,0,80
FALSE,FALSE,0,176,7.5,0,0,4.5
FALSE,FALSE,0,293.5,54,0,0,15
FALSE,FALSE,0,0,0,0,0,10.5
FALSE,FALSE,0,66.5,0,0,0,9
FALSE,TRUE,0,27,0,0,0,56
FALSE,FALSE,0,208.5,31.5,0,0,44
FALSE,TRUE,0,28,15,0,0,108.5
FALSE,TRUE,0,71,0,0,0,124
FALSE,FALSE,0,139,0,0,0,56
FALSE,FALSE,0,0,0,0,0,17.5
FALSE,FALSE,0,22.5,0,0,0,7.5
FALSE,FALSE,0,152,0,0,0,7.5
FALSE,FALSE,0,166,0,77,0,59.5
FALSE,TRUE,0,189.5,0,77,0,36
FALSE,FALSE,0,182,0,94.5,0,12
FALSE,FALSE,0,158,0,9,0,31.5
FALSE,FALSE,0,218,0,77,0,7.5
FALSE,FALSE,0,210.5,0,94.5,0,15
FALSE,FALSE,0,170,0,94.5,0,24
FALSE,FALSE,0,242,0,0,0,30
FALSE,TRUE,0,450.5,0,0,0,280
FALSE,FALSE,0,7.5,0,0,0,4.5
FALSE,FALSE,0,24,0,0,0,24.5
FALSE,FALSE,19,546,0,0,0,4.5
FALSE,TRUE,0,186,0,0,0,102
FALSE,FALSE,0,252,0,0,0,6
FALSE,FALSE,19,309.5,27,0,0,24
FALSE,FALSE,0,13.5,90,0,0,8
FALSE,FALSE,0,0,0,0,0,12
FALSE,FALSE,12.5,493.5,0,0,0,40
FALSE,FALSE,12.5,529.5,0,0,0,4
FALSE,TRUE,0,0,0,0,0,25
FALSE,TRUE,0,134,56.5,0,0,120
FALSE,TRUE,0,0,0,0,0,192
TRUE,FALSE,0,210,56.5,0,0,44
FALSE,TRUE,0,24,0,0,0,44
FALSE,TRUE,0,0,0,0,0,45.5
FALSE,TRUE,0,16.5,0,0,0,108.5
FALSE,FALSE,0,70.5,0,42,0,17.5
FALSE,FALSE,0,0,0,0,0,35
FALSE,FALSE,0,0,0,0,0,21
FALSE,FALSE,0,4.5,0,0,0,87.5
FALSE,FALSE,0,0,0,34,0,12.5
FALSE,FALSE,0,0,0,0,0,27
FALSE,FALSE,0,680.5,61.5,0,0,4.5
FALSE,FALSE,0,669,21,0,0,16
FALSE,FALSE,0,829,21,0,0,30
FALSE,TRUE,0,451.5,14,0,0,499.5
FALSE,TRUE,0,431.5,24,0,0,477
FALSE,TRUE,0,0,0,0,0,176
FALSE,TRUE,0,172,0,0,0,72
FALSE,FALSE,0,975.5,35,0,0,24.5
FALSE,TRUE,0,698.5,175,0,0,129
FALSE,FALSE,0,1580,91.5,89,0,30
FALSE,TRUE,0,860.5,35,0,0,139.5
FALSE,FALSE,30,25.5,30,0,0,9
FALSE,TRUE,0,247.5,51,0,0,236
FALSE,FALSE,15,0,0,25,0,16
FALSE,TRUE,36,287.5,166,0,60,304
FALSE,TRUE,0,1010.5,141.5,77,0,98
FALSE,FALSE,0,630,63,0,15,56
FALSE,FALSE,36,511.5,166,0,60,54
FALSE,TRUE,0,1330,91.5,89,0,123
FALSE,TRUE,0,1006.5,141.5,0,0,72
FALSE,TRUE,36,489.5,186,0,60,102
FALSE,FALSE,0,965,35,0,0,35
FALSE,FALSE,0,925,35,0,0,45
FALSE,TRUE,0,1009.5,116.5,0,0,69
FALSE,TRUE,0,797,95,0,0,159
FALSE,TRUE,0,499,54,0,0,747
FALSE,TRUE,20,981.5,69.5,0,0,80.5
FALSE,TRUE,0,0,31.5,0,0,40
FALSE,TRUE,0,468.5,173.5,33,308,760
FALSE,FALSE,0,1344.5,173.5,0,325.5,12
FALSE,TRUE,0,1222.5,173.5,33,325.5,6
FALSE,TRUE,0,808.5,50,0,0,112
FALSE,TRUE,0,1775,173.5,0,325.5,137.5
FALSE,TRUE,20,291,53.5,0,0,248
FALSE,FALSE,0,1299.5,159,0,0,20
FALSE,TRUE,0,10,104.5,0,0,454.5
FALSE,FALSE,32,799.5,12.5,0,0,24.5
FALSE,TRUE,20,862,69.5,0,0,200
FALSE,TRUE,0,1014,54,0,0,232
FALSE,FALSE,0,451.5,175.5,0,0,18
FALSE,FALSE,0,799.5,35.5,0,0,10
FALSE,TRUE,0,664,71.5,0,0,256.5
FALSE,TRUE,0,1293,173.5,0,189,128
FALSE,TRUE,0,698.5,20.5,0,0,111
FALSE,FALSE,0,454.5,104.5,0,0,10
FALSE,FALSE,0,579,139,0,0,19.5
FALSE,FALSE,0,1222,54,0,0,24
FALSE,TRUE,0,0,0,0,0,84
FALSE,FALSE,0,1867,173.5,0,325.5,45.5
FALSE,TRUE,32,469,111,0,0,144
FALSE,FALSE,0,115.5,0,0,0,27
FALSE,TRUE,0,2936.5,486.5,0,0,572
FALSE,FALSE,0,497.5,192,0,0,7.5
FALSE,FALSE,0,148.5,80,0,0,75
TRUE,FALSE,0,2305,740,0,162.5,5812
FALSE,TRUE,0,5592.5,157.5,52.5,0,1840
FALSE,TRUE,0,27.5,0,0,0,2648
FALSE,TRUE,0,2468,289,0,0,4302
FALSE,TRUE,0,4600.5,270,0,0,396
FALSE,TRUE,0,2786,935.5,0,0,159
FALSE,TRUE,0,4428,140.5,0,0,717
FALSE,FALSE,0,4149.5,102.5,0,0,16
FALSE,TRUE,0,758.5,34,0,44,624
FALSE,TRUE,0,7.5,0,0,0,850.5
FALSE,TRUE,0,1716.5,204,0,20,38.5
FALSE,TRUE,0,3224.5,80.5,0,0,2600
FALSE,TRUE,0,1110,3,0,0,2964
FALSE,TRUE,0,3783,0,1127,0,67.5
FALSE,TRUE,0,1231.5,0,391.5,0,414
FALSE,FALSE,0,1617.5,0,391.5,0,28
FALSE,FALSE,0,4200,432,0,75,15
FALSE,TRUE,0,2137.5,40,0,0,416
FALSE,FALSE,0,0,0,0,0,20
TRUE,TRUE,0,1592,0,0,0,5409
FALSE,TRUE,0,1142,10.5,75,0,4468
FALSE,TRUE,0,3558.5,31.5,0,0,836
FALSE,TRUE,0,1373,25,0,0,508
FALSE,FALSE,0,615,38,0,0,120
FALSE,TRUE,0,1999.5,114.5,0,0,626.5
FALSE,TRUE,0,2439,42,0,0,2944
TRUE,FALSE,0,15841,549,0,965.5,2920
FALSE,FALSE,0,4816.5,797.5,0,63,7.5
FALSE,TRUE,0,0,0,0,0,280
FALSE,TRUE,0,186.5,378,0,0,301
FALSE,TRUE,0,533,0,0,0,904
FALSE,TRUE,0,6634.5,367.5,0,13.5,780.5
TRUE,TRUE,0,13896.5,634,0,1075.5,1043
FALSE,TRUE,0,6546,432,0,30,35
FALSE,TRUE,0,6357,432,0,30,224
FALSE,TRUE,0,441,24,0,0,294
FALSE,TRUE,0,0,0,0,0,42
FALSE,TRUE,66.5,4136,776,0,0,330
FALSE,FALSE,0,587.5,56,0,0,27
FALSE,TRUE,0,6061,346.5,0,0,560
FALSE,TRUE,45.5,3794.5,705.5,0,216,115.5
FALSE,FALSE,0,0,0,0,0,7.5
FALSE,FALSE,0,13942,481,1894,550.5,518
FALSE,TRUE,0,0,30,0,0,104
FALSE,TRUE,0,836,608.5,0,0,724.5
FALSE,TRUE,0,5152,714,0,31.5,199.5
FALSE,TRUE,0,264,0,0,0,463.5
FALSE,TRUE,0,6335,526.5,0,99,330
FALSE,TRUE,0,0,31.5,0,0,3951
FALSE,TRUE,0,2523,152,0,0,372.5
FALSE,TRUE,0,1367.5,104.5,0,13.5,1436
FALSE,FALSE,0,174.5,18,0,0,25
FALSE,FALSE,0,6523,42,0,0,24
FALSE,TRUE,0,3169,174.5,0,13.5,12.5
FALSE,FALSE,0,8099.5,740,0,162.5,17.5
FALSE,FALSE,0,1668.5,0,0,0,87.5
FALSE,TRUE,0,5170.5,86,0,0,2110.5
FALSE,FALSE,0,104.5,18,0,0,95
FALSE,FALSE,0,3120.5,294,0,0,10.5
TRUE,FALSE,0,14064,559.5,1414,1151,45
FALSE,TRUE,0,297,7.5,0,0,180
FALSE,TRUE,0,9197.5,742,0,99,576
FALSE,TRUE,0,1037,0,560,0,165
FALSE,TRUE,0,3798.5,262.5,0,31.5,168
FALSE,TRUE,0,1617,0,0,0,203
FALSE,TRUE,0,6508.5,42,0,0,38.5
FALSE,TRUE,0,3106.5,270,0,0,1890
FALSE,TRUE,0,0,0,0,0,155
FALSE,TRUE,0,3723,190,56,0,420
FALSE,FALSE,0,1904.5,81,0,18,280
FALSE,TRUE,0,1556.5,0,346.5,0,56
FALSE,FALSE,0,62,0,0,0,132
FALSE,TRUE,0,2053,20,0,44,588
FALSE,FALSE,0,146.5,0,0,0,17.5
FALSE,TRUE,0,66.5,109,0,0,532
FALSE,TRUE,0,1928,18,0,0,497
FALSE,TRUE,0,443,27,0,45.5,111
FALSE,FALSE,0,307.5,52,0,0,13.5
FALSE,FALSE,0,710.5,153,0,0,44
FALSE,FALSE,0,91.5,0,0,0,72.5
FALSE,TRUE,0,311.5,80,0,0,609
TRUE,FALSE,0,20338.5,2316.5,0,1054.5,884
FALSE,TRUE,0,148,0,0,0,129.5
FALSE,TRUE,0,1030.5,0,0,0,460
FALSE,TRUE,0,1625.5,0,391.5,0,20
FALSE,TRUE,0,2432,1697.5,0,0,458.5
FALSE,TRUE,0,561.5,489.5,0,0,246
FALSE,TRUE,0,208,0,0,0,36
FALSE,FALSE,196,14676,2658,510,1298.5,22.5
FALSE,FALSE,0,0,0,0,0,18
FALSE,TRUE,0,2268.5,205,0,0,648
FALSE,TRUE,0,1180,0,0,0,66
FALSE,TRUE,0,1153.5,31.5,0,0,1836
FALSE,TRUE,0,3946.5,262.5,0,31.5,20
FALSE,TRUE,0,5274,10.5,75,0,336
FALSE,TRUE,0,770.5,18,0,0,220
FALSE,TRUE,0,0,0,0,0,241.5
FALSE,FALSE,0,0,0,0,0,15
FALSE,TRUE,0,2475.5,342,0,0,161
FALSE,TRUE,0,732,0,0,0,141
FALSE,TRUE,0,2909.5,102.5,0,0,92
FALSE,TRUE,0,1128.5,0,0,0,70
FALSE,FALSE,122.5,1016,147,0,0,10.5
FALSE,TRUE,0,5177,247.5,0,0,488
FALSE,FALSE,0,0,0,0,0,17.5
FALSE,TRUE,0,0,0,0,0,496
FALSE,TRUE,0,15,0,0,0,70
FALSE,TRUE,152.5,3591,427,0,0,312
FALSE,TRUE,0,241.5,87.5,0,0,542.5
FALSE,TRUE,159,1164,570,0,76,1120
FALSE,FALSE,0,14358.5,481,1894,550.5,101.5
FALSE,TRUE,0,2508.5,504,0,0,1528
TRUE,FALSE,0,13353.5,571,1414,1320.5,112.5
FALSE,TRUE,0,199.5,544.5,0,0,1876
FALSE,TRUE,0,0,0,0,0,346.5
FALSE,TRUE,168,374.5,436.5,0,0,847
FALSE,TRUE,0,1352,81,0,18,832.5
FALSE,FALSE,0,11211,1016.5,1013,1092.5,504
FALSE,TRUE,0,50,16,0,0,444.5
FALSE,TRUE,13.5,3323.5,60,0,211.5,536
FALSE,TRUE,0,0,0,0,0,444
FALSE,TRUE,0,868.5,0,0,0,244
FALSE,TRUE,0,2850.5,821.5,0,0,21
FALSE,FALSE,197,4252.5,1097.5,0,0,12
FALSE,TRUE,66.5,4035.5,869.5,0,0,430.5
FALSE,TRUE,0,1405,211.5,0,0,108.5
FALSE,TRUE,0,0,0,0,0,31.5
FALSE,TRUE,0,0,0,0,0,689.5
FALSE,FALSE,0,66,14,0,0,12
FALSE,FALSE,0,0,0,0,0,31.5
FALSE,FALSE,0,0,0,0,0,14
FALSE,TRUE,0,3438,245,0,31.5,528.5
FALSE,TRUE,231.5,2842.5,166.5,0,0,52.5
FALSE,FALSE,0,161,32,0,0,42
FALSE,TRUE,0,0,0,0,0,204
FALSE,TRUE,0,4617,247.5,0,0,1048
FALSE,TRUE,0,46,15,192.5,0,588
FALSE,FALSE,258.5,1551.5,136,0,0,10.5
FALSE,TRUE,0,0,0,0,0,38.5
TRUE,TRUE,0,0,0,0,0,376
FALSE,TRUE,0,1289,607,0,0,231
FALSE,TRUE,0,890.5,16,68,0,104
FALSE,TRUE,62,2259.5,528.5,0,288,150
FALSE,FALSE,0,12294,384.5,1106,1092.5,6
FALSE,FALSE,0,24,0,0,0,6
FALSE,TRUE,0,1304,45,0,0,182
FALSE,FALSE,0,229.5,7.5,0,0,21
FALSE,TRUE,0,253.5,92,0,0,69
FALSE,TRUE,0,0,0,0,0,128
FALSE,FALSE,0,0,0,0,0,3
FALSE,FALSE,0,55.5,0,0,0,12
FALSE,FALSE,0,192,152,0,0,10
FALSE,TRUE,152.5,3567,427,0,0,336
FALSE,TRUE,0,164,29,103.5,31.5,21
FALSE,TRUE,0,18,18,0,0,66.5
FALSE,FALSE,0,2168,20,0,90,608
FALSE,FALSE,0,1378,235,0,0,27.5
FALSE,FALSE,117.5,64.5,0,18,0,12.5
FALSE,FALSE,0,887.5,156,0,0,18
FALSE,FALSE,0,970.5,475.5,0,166.5,4.5
TRUE,FALSE,144,6325.5,863.5,491,550.5,78
FALSE,TRUE,0,184.5,388.5,0,0,14
FALSE,TRUE,0,0,0,0,0,252
FALSE,FALSE,0,573,25,141,0,16
FALSE,TRUE,0,456,378,0,0,31.5
FALSE,FALSE,0,5645,247.5,0,0,20
FALSE,FALSE,0,6407,494.5,1372,138,12
FALSE,FALSE,0,20,63,0,0,12
FALSE,TRUE,152,1332.5,61,0,32.5,15
FALSE,FALSE,260,3960.5,1139.5,0,76,22.5
FALSE,FALSE,0,182,124,0,0,18
FALSE,FALSE,0,2434,119,0,0,27
FALSE,TRUE,0,0,0,0,0,45.5
FALSE,FALSE,0,6570,135.5,1848,309,24
FALSE,FALSE,0,207,186.5,0,0,12.5
FALSE,TRUE,0,67.5,31.5,0,0,49
FALSE,FALSE,0,78,56.5,0,0,7.5
FALSE,FALSE,0,36,0,0,0,10.5
FALSE,TRUE,0,0,0,0,0,259
FALSE,TRUE,0,91,0,0,0,255
FALSE,FALSE,0,520.5,287,0,0,12
FALSE,TRUE,231.5,2060,173.5,0,0,161
FALSE,TRUE,0,0,0,0,0,183
FALSE,TRUE,66.5,7661,2271,0,0,42.5
FALSE,TRUE,12.5,1419.5,238.5,0,0,30
FALSE,TRUE,0,182,32,0,0,21
FALSE,TRUE,0,41,36,0,0,20
FALSE,FALSE,168,2520,118.5,0,0,12
FALSE,FALSE,30,54.5,30,0,0,15
FALSE,FALSE,144,3881,87,476,623,117
FALSE,FALSE,0,5647,247.5,0,0,18
FALSE,TRUE,0,0,0,0,0,17.5
FALSE,FALSE,0,0,39,24,0,13.5
FALSE,FALSE,0,1013,0,0,0,49
FALSE,FALSE,0,0,0,0,0,27.5
FALSE,FALSE,0,159,13.5,0,0,15
FALSE,TRUE,0,59.5,31.5,0,0,57
FALSE,TRUE,0,0,0,0,0,252
FALSE,FALSE,0,1386,373.5,0,0,60
FALSE,TRUE,258.5,1243.5,136,54,0,52.5
FALSE,FALSE,0,1437.5,256,0,0,20
FALSE,TRUE,0,1211.5,373.5,0,0,234.5
