,biz_id,lat,lon,marker,dec_score,num,score
2853,Obp9itKiOM-6-ABfqieF9w,36.0545017,-115.1187611,dot3,yellow,1,111
2854,bY3DZERDCvEb066dUocfdA,36.09892272,-115.2424022,dot3,yellow,1,292
2855,AxScnvjfLqpPmTLXGjNhcA,36.14271809,-115.0661981,dot3,yellow,1,124
2861,c9wrKx_5AQIKLzqQxOc7hw,36.1768232,-115.0639891,dot3,yellow,1,99
2862,eQZh_YnG36SvA461oOHw_A,36.1745516,-115.1370274,dot3,yellow,1,162
2865,vy930iKMNjeQqXE9z5C1gQ,36.1433538,-115.2512854,dot3,yellow,1,228
2868,MvFdtPFj4c-kPJ3ZyDh5Qw,36.1607777,-115.2914104,dot3,yellow,1,101.5
2881,_GOIj0h72Ji2u3vCt1untA,36.057686,-115.149962,dot3,yellow,1,213.5
2883,SsgLO6QvVEH6HGJ5fntgNg,36.1355542,-115.2789909,dot3,yellow,1,136
2888,vO6-omS0eYqzoYWJGoQvgQ,36.135635,-115.2304131,dot3,yellow,1,126
2890,RQ_QaWi1Cc4X6odfGuUGcA,36.1008769,-115.2445968,dot3,yellow,1,284
2891,vFZAKJv9u0NsEEnQhikyEA,36.1908145,-115.260023,dot3,yellow,1,108
2905,fAJYeE4Q6vwVPGkk1MWCoQ,36.16042237,-115.3216348,dot3,yellow,1,180
2908,Hv2GCCnyRRo2XxF9XJpK6g,36.1089964,-115.1536602,dot3,yellow,1,304.5
2909,zftTB9fn2g0TPWYOZC9-DA,36.175,-115.136389,dot3,yellow,1,136.5
2910,HtdTaNc79rgLNGxblHcsdg,36.2714625,-115.2676299,dot3,yellow,1,234.5
2918,MHmJSJegKUU0-q6KOC0LHg,36.1479553,-115.1645721,dot3,yellow,1,217
2921,cmhI53vn0vg_OvzHRP87Iw,36.0629898,-115.2515658,dot3,yellow,1,322
2923,J6olrKurg-lUvQXCHHvDrQ,36.1012667,-115.2982967,dot3,yellow,1,115.5
2924,gWZMV5q8CSp8K5tZcMokCA,36.1430817,-115.2536257,dot3,yellow,1,138
2927,z4BbhKUuNQ5mAgjpdcIPDA,36.128561,-115.1711298,dot3,yellow,1,129.5
2932,Xh2LOgZKN5T_JjQjrTueKw,36.1003949,-115.3047985,dot3,yellow,1,157.5
2935,u5ea3QjzrkoIw_LoDefQqw,36.041378,-115.151932,dot3,yellow,1,262.5
2937,7_fiK6AQbcBlAXsoS7QZRw,36.1156338,-115.172557,dot3,yellow,1,292
2940,kVuzYAB0U-ZYJiY56flz9A,36.04089797,-115.1996833,dot3,yellow,1,153
2941,tc8XUyEkrO94gEMVYiRsjg,36.127307,-115.174568,dot3,yellow,1,140
2942,q4TqK1xIa1QOp_wjiFjb3A,36.1153832,-115.2032516,dot3,yellow,1,322
2945,FM3JgsDg5vLJ2x1_NM9CcA,36.0687779,-115.1768402,dot3,yellow,1,280
2946,5CGT-eGqL2zECmQpM9wPbw,36.1672912,-115.2869529,dot3,yellow,1,287
2948,OAyA2ogCSAn8UHcI9UuQ_w,36.1680995,-115.1922304,dot3,yellow,1,136
2954,knx2oH7ORKVmamFlqdk9Xw,36.116349,-115.172121,dot3,yellow,1,150
2969,5NLxB-LiH152e3Grj_ewEw,36.125886,-115.203317,dot3,yellow,1,98
2974,XYiT9CI5hQsIR-ALddx_dg,36.1162314,-115.2253751,dot3,yellow,1,93
2975,fXRWgcg_vTlVlbLKh6CTcA,36.19307667,-115.3038687,dot3,yellow,1,162
2977,Emdq2gs-xyTWTPbCbAk79w,36.124423,-115.146372,dot3,yellow,1,108
2978,OO2EF8SuykJRgrNjW_U5VQ,36.09842202,-115.1752584,dot3,yellow,1,175
2984,07kcENxFQxwVWYiZ5fqlOg,36.12548903,-115.1970778,dot3,yellow,1,115.5
2985,kNGWOprBFnteCQUGpLnM8A,36.0786511,-115.2417425,dot3,yellow,1,232
2990,dkjnemtqU_Zfhd9XnOkv3Q,36.0296647,-115.1361526,dot3,yellow,1,227.5
2992,EcUM3ONkY1RUCB1R1_4FrA,36.1242459,-115.3253482,dot3,yellow,1,294
3009,Rn8GV6dDHjtuz3a9ezRGQQ,36.15792488,-115.3133335,dot3,yellow,1,238.5
3011,LdBOo8U_ygMIw1lfSJwoUg,36.1100668,-115.172501,dot3,yellow,1,138
3013,m1f59suEWLUGn4ws_ohVAQ,36.27964666,-115.2057642,dot3,yellow,1,185.5
3024,mMbsqbFSaHsBxZQPGNSuOQ,36.1121084,-115.2793898,dot3,yellow,1,115.5
3027,aet7i84Y7DplUJS7Rtppyg,36.03615569,-115.2431381,dot3,yellow,1,217
3028,RW0rGTdFMNJLWZlN2ibxmg,36.29733,-115.270268,dot3,yellow,1,104
3034,hisG5g4wayOJFjI6QjsH9w,36.1163597,-115.1042295,dot3,yellow,1,98
3039,EDJCvbklEbHU1e1sOfBreg,36.104435,-115.1367851,dot3,yellow,1,164.5
3040,79X0Nxbb0kTLtOtp_z_wcA,36.12632118,-115.1974681,dot3,yellow,1,102
3041,JGEJCYz7gbnOtxbgXB-zSg,36.1271853,-115.225011,dot3,yellow,1,259
3043,odiWWo9o-GdzSweb9mmZpw,36.1700884,-115.1410442,dot3,yellow,1,119
3046,jnGp9K2AsLFKF3ogfUxsnA,36.1292353,-115.0925631,dot3,yellow,1,144
3052,AKot3AMTqwCvhmF3D7gfSw,36.0918639,-115.1751614,dot3,yellow,1,120
3056,BLuvXw3UMS51o3e3nRwXFQ,36.1226902,-115.1701939,dot3,yellow,1,117
3064,UGlXDK8BKOZCroDTJ8nPKg,36.09584878,-115.2968895,dot3,yellow,1,297.5
3070,D4kErYu5HpKJUOOYBWc_aA,36.2736777,-115.2542311,dot3,yellow,1,93
3071,84T2HrgUxW8hEBhZZhM3Rw,36.104474,-115.136561,dot3,yellow,1,99
3078,uU7lkNVC-XddrIPol6wbSA,36.128998,-115.137672,dot3,yellow,1,140
3085,AYS-3osDnQd1M304TlGOaQ,36.0162554,-115.1187329,dot3,yellow,1,120
3089,1ZyWPSnj0wZmZ8SogGrWMA,36.27896808,-115.0212329,dot3,yellow,1,104
3090,nEnssmij28obbbOiU5kURA,36.2190682,-115.2591191,dot3,yellow,1,164
3092,pw7Ri54ONnKzSr3p3h1lMA,36.158472,-115.150589,dot3,yellow,1,120
3098,owUZBugX032gYls-gkSwmA,36.0947119,-115.2976559,dot3,yellow,1,234
3102,tHfJ2aHCIT52dwarPON7LA,36.158588,-115.236766,dot3,yellow,1,264
3110,h9lt3CQuMzz-klZdIXIIHA,36.055414,-115.241332,dot3,yellow,1,310
3115,IblEAPlN6dfkJb1pvgRrJg,36.15869904,-115.2086334,dot3,yellow,1,124
3118,C7o7x_Gz-iNGNGNPZx28bw,36.11643684,-115.1721598,dot3,yellow,1,283.5
3123,EF5vR_UUavzPjtgMYFCg5Q,36.12761515,-115.1703644,dot3,yellow,1,256.5
3125,ieODJuvwd-Tccs-cCtCENA,36.127754,-115.224318,dot3,yellow,1,115.5
3130,XoitWJUjHcdBl9GqHTsdjw,36.067199,-115.1722323,dot3,yellow,1,132
3136,NomKkbod3jnl7_aiPgeL-w,36.19527408,-115.2426231,dot3,yellow,1,177
3137,40xXIs_WIOvrhtbS7QJ1ZQ,36.143272,-115.259995,dot3,yellow,1,152
3146,uqxw_geNvNbPs_YY4TAhCA,36.10790446,-115.1727442,dot3,yellow,1,171.5
3149,zj_cfXL3H2OmZHVYYrNI2Q,36.1356446,-115.1615118,dot3,yellow,1,132.5
3152,2Y6zErXWajSN7vaJaPHcEw,36.29161513,-115.31602,dot3,yellow,1,168
3156,1QSGIucxljKvUGy0-AV7Gw,36.1314967,-115.1645622,dot3,yellow,1,153
3157,6UGAtEw8TH6J6YeRRZpwKg,36.124423,-115.146372,dot3,yellow,1,164.5
3177,-I8JegdD-4huAo3z0A_ZhA,36.10864355,-115.1372337,dot3,yellow,1,171.5
3178,poPl-qFXSzvyOAMBxHO7nA,36.211716,-115.2983292,dot3,yellow,1,112.5
3180,a-X4VbmTW0yzykWmWyoizQ,36.1140976,-115.2787781,dot3,yellow,1,112
3192,vPDeCSYSD0XOD7r6XwU6wA,36.22101953,-115.329001,dot3,yellow,1,96
3201,12HB-MzELqhD4vrzsu_TYA,36.14538458,-115.0764253,dot3,yellow,1,99
3202,g_qX41w9wXNd0ZtO97f7Nw,36.161111,-115.1730333,dot3,yellow,1,98
3203,pZuaAQQzYKQc0AhGnmcTQg,36.15871048,-115.2367096,dot3,yellow,1,252
3204,R1bPKnsV9izGsoeyJOyBBw,36.219133,-115.262282,dot3,yellow,1,329
3206,RzVwAdOxT9JQkeoeBMYPoQ,36.20398165,-115.2599314,dot3,yellow,1,144
3207,eBPTPMi_yJGDOs2ca4u8DQ,36.05561822,-115.242775,dot3,yellow,1,105
3211,ltOSimyqNs2J7Bf9vj-CwQ,36.075572,-115.290218,dot3,yellow,1,103.5
3216,LSymdduTtYl5BdIQ3kv_3A,36.08749118,-115.1375449,dot3,yellow,1,198
3217,UnUJUbIrHhZ2YIHRVJKMJQ,36.2638786,-115.2659113,dot3,yellow,1,248
3221,6HCFfg-1HKy6G5t4b_hUPg,36.106704,-115.176915,dot3,yellow,1,108.5
3239,iupX3nvMJMiV07M3VKVl4Q,36.11529366,-115.1328054,dot3,yellow,1,94
3240,ibJxthQO5KcVFGAjXkKr_g,36.1362847,-115.1514119,dot3,yellow,1,116
3242,O-FIwYMrM2U1ePPh0NmEBw,36.22238707,-115.1751065,dot3,yellow,1,94.5
3245,HBRZ8oaROD3wLCr-8ssRxQ,36.115618,-115.13811,dot3,yellow,1,178.5
3249,USPVxT1jYvarxC8lZJeLMA,36.12536953,-115.1738217,dot3,yellow,1,280
3250,qPrLJ6TibtKZAogClraJNA,36.08851624,-115.1390228,dot3,yellow,1,242.5
3262,42SfghMoEXF-EYki2mrn8w,36.1446039,-115.1552346,dot3,yellow,1,276.5
3263,ymBSur-7YgjpcEsNSY682Q,36.06394959,-115.2425995,dot3,yellow,1,329
3265,DnZkFbDjnts5ABUUA9QuVg,36.2184241,-115.2431576,dot3,yellow,1,143.5
3266,dneZINl9Tz_W2ixadIOdQA,36.169971,-115.1427714,dot3,yellow,1,280
3268,5yunjzpxeK64bot8LxWTuw,36.1305272,-115.1084585,dot3,yellow,1,248
3273,nZww1gdBAi9HtRKiQHL2qA,36.0161703,-115.1186951,dot3,yellow,1,93
3274,mgy5TlydcKT1bFclh1FoaA,36.11376953,-115.17556,dot3,yellow,1,252
3279,QIWX9XEgthrVKVC7U6xK3A,36.241809,-115.234495,dot3,yellow,1,138
3282,sGXC4h4nDXbhvGAscKPchw,36.147076,-115.1555371,dot3,yellow,1,200
3291,YyDc2MlVjuSHI8W85MTN5w,36.2386847,-115.2097883,dot3,yellow,1,272
3299,pTNoKmIjo3BO-XDDYq8qcQ,36.1716987,-115.2061157,dot3,yellow,1,304
3301,uExp0zLpyyz3Oaryng_Qeg,36.1226902,-115.1701939,dot3,yellow,1,124
3314,Zd4fDGXFTnPP36_KDTuyhg,36.11261738,-115.2425996,dot3,yellow,1,207.5
3318,mI4ozvIRxcGqwGdbd9i8NA,36.124897,-115.2791672,dot3,yellow,1,224
3319,08ke0Orbu5x3mYZPgMadaw,36.07250977,-115.2069016,dot3,yellow,1,143.5
3320,6zfnccQkYqDFYNZHYoHo5Q,36.1002256,-115.3132043,dot3,yellow,1,292
3322,z3hkiTwFgHx6P8IGUABfuw,36.1186973,-115.1542695,dot3,yellow,1,95
3323,U6zBp5ZyHWxbVnT5gpUxnw,36.1280756,-115.2245664,dot3,yellow,1,248
3326,FnHCN8B_jdD4ZaDk_6mX4Q,36.170055,-115.140844,dot3,yellow,1,156
3330,xD8Q42kqjsxiUcs_trdLgg,36.109623,-115.172608,dot3,yellow,1,266
3332,xzEhmFvpuS_MlmMNTh2egg,36.12550514,-115.2086907,dot3,yellow,1,255.5
3335,AarlEEwzIeyOgPOff2cnxQ,36.0415312,-115.2435192,dot3,yellow,1,292.5
3337,5HB8ENzXYe0dl7O_YNHXAg,36.16331478,-115.2890613,dot3,yellow,1,241.5
3338,hHA7ZiNQHtnhB2-H6kbQwA,36.0349231,-115.2071412,dot3,yellow,1,180
3344,F5fdFoAYrCwKcsRMxPFjFw,36.2636158,-115.2513918,dot3,yellow,1,121.5
3349,0GCpesRgXSVluFoB2otXlA,36.0820114,-115.119644,dot3,yellow,1,189
3353,UZS8qFGAZGGHTqYLApgANw,36.1446524,-115.294935,dot3,yellow,1,260
3358,iEE1GLipVAGN9wHNT-TLlw,36.1277185,-115.2240628,dot3,yellow,1,105
3366,XYJsNiECY0Z-fV6rejvprQ,36.10782457,-115.1755318,dot3,yellow,1,269.5
3370,V2OklcMY8gTJ7czpdLwgfA,36.1066864,-115.1370841,dot3,yellow,1,288
3371,n4EpJ8iiVbtL6LfLHm7kfg,36.1294227,-115.1424913,dot3,yellow,1,152
3377,Z_aPH8Eu9hS4_0O9YUDuvA,36.16959416,-115.1428746,dot3,yellow,1,259
3379,XrEXdKVM1naBkuOcLxU7PQ,36.08130504,-115.1192924,dot3,yellow,1,280
3381,UJ0ticTb3sDd27hN01QtFQ,36.1455404,-115.3007591,dot3,yellow,1,171.5
3383,828CmrhMEUwSzrvZAlJ_LA,36.1001961,-115.1269689,dot3,yellow,1,175.5
3385,yRE7ejY68bYBYvDxp1zXMg,36.0900715,-115.2439023,dot3,yellow,1,121.5
3388,fgBOA1vyev-QuGPlx7c5fg,36.09474945,-115.2976303,dot3,yellow,1,269.5
3390,XoHQthnunI88ejRCxjOQwQ,36.11289042,-115.2975437,dot3,yellow,1,304.5
3393,yS0IzGJDtGKZubmGIbrZIA,36.28129521,-115.2867365,dot3,yellow,1,213.5
3397,agAVp73coNTY6c7cTiRVsA,36.1089325,-115.1538315,dot3,yellow,1,220
3402,nQ6GwkLZ9R13ejIaqZb7HQ,36.1431869,-115.2264736,dot3,yellow,1,216
3403,qKvkpUoDuYIwPNuldwzUtg,36.142796,-115.221713,dot3,yellow,1,104
3404,bqS-Wh36Khyk1lo_1LBYIg,36.117891,-115.136879,dot3,yellow,1,156
3405,HPDhf68IVvvO7nX0iUVlxg,36.1681158,-115.1457185,dot3,yellow,1,117
3408,mdOsYpHnL_faguImkNbheA,36.15885597,-115.236683,dot3,yellow,1,288
3410,2f8o3-FRnq3rwmstUCOZ7A,36.12371259,-115.1711736,dot3,yellow,1,105
3418,NhS1rFM9j8cht9asgPOZDQ,36.118699,-115.186442,dot3,yellow,1,189
3419,CuRQZtTIayJPEK6trx-lOA,36.1608544,-115.3315267,dot3,yellow,1,203
3426,tVF8qGA4B8jWTaJCP2VYaA,36.13551749,-115.1528137,dot3,yellow,1,140
3428,MY5nR5nLhlaObrTs_Fn-lw,36.19450971,-115.2597342,dot3,yellow,1,133
3430,LNKB78TUzG7T4EAe2CzKQw,36.16750047,-115.2859196,dot3,yellow,1,287
3434,viVNUK88__6GAlov3cx13g,36.1588941,-115.3122252,dot3,yellow,1,135
3436,F5gooecXorlJGTViJBc7Zg,36.1435394,-115.2203807,dot3,yellow,1,98
3438,Kt_1Xa10qpzkxt0ln-ICvA,36.1074296,-115.058642,dot3,yellow,1,116
3442,l9yqrxAAs5dnp84oxxG--w,36.13884,-115.137903,dot3,yellow,1,132
3445,T3B7XXR3VIwYPcBd7CFehA,36.272939,-115.2665268,dot3,yellow,1,245
3446,Ud0dwvEW_7t0MepwKAS_iA,36.12564455,-115.1896048,dot3,yellow,1,117
3447,6ZaA_KOS1wW5PqDPAHH9Qg,36.05641359,-115.2783815,dot3,yellow,1,94.5
3450,YJJ1eOz1gdh_bSy8DKmaNQ,36.10033606,-115.0991612,dot3,yellow,1,312
3452,74UJ8vSdS2RWQA_5jDqU2g,36.107194,-115.1521048,dot3,yellow,1,274.5
3455,lEXDCPsv92dgmIheehwQnQ,36.1421289,-115.1423943,dot3,yellow,1,100
3461,vJcjhJ9rQP4-T3K_hdAjfg,36.0577328,-115.1583224,dot3,yellow,1,144
3465,MnaDsfBiNRcCBbnYnlOddw,36.14690462,-115.2098026,dot3,yellow,1,139.5
3466,GVLcTRS3DTMKWcorfDgw6Q,36.0125177,-115.1526505,dot3,yellow,1,308
3480,wrlKQNus6TT80SWa_bVB5g,36.27809,-115.28715,dot3,yellow,1,224
3483,O-zVPSXT7EiOeS5AbsN0Cw,36.10444824,-115.1367707,dot3,yellow,1,320
3486,yYbgcTsSWIRJNxFXoVuMQw,36.1146298,-115.3097052,dot3,yellow,1,240
3488,atARVxH-1iiNKJgbSdxrHg,36.114539,-115.195684,dot3,yellow,1,114
3489,Q8E7BaMD2g_-xCTcBK8Q8Q,36.118699,-115.186442,dot3,yellow,1,120
3491,PSg-nm2d7WLP3Jw2k75KFA,36.1944211,-115.2468132,dot3,yellow,1,132
3493,5Rtds_pTigLiIEOm5KSAPA,36.1596183,-115.2330307,dot3,yellow,1,140
3494,OlKX_FAE38BjfKsyjLQF5A,36.02444595,-115.1727209,dot3,yellow,1,129.5
3495,A6DFzxQT5yBkwBBJsURRWQ,36.1265774,-115.2259262,dot3,yellow,1,320
3504,grjeZhCQt_C72ZTPQtD4gA,36.1672912,-115.2869529,dot3,yellow,1,241.5
3505,ac8nkInkJF32DUM4VYW17Q,36.05323735,-115.2796205,dot3,yellow,1,228
3507,Vatj2G_VEjhLoUlAnCDQPw,36.08436572,-115.279592,dot3,yellow,1,227.5
3511,DN4kjoM0K31HR230i3n7WA,36.0132829,-115.1556873,dot3,yellow,1,294
3517,l-npaoUMhCy8HocKsuI-GQ,36.10092638,-115.2274013,dot3,yellow,1,171
3518,3zhQAE8jB3PAgDoL1FjNfw,36.125587,-115.211199,dot3,yellow,1,207
3521,sUxx5m9X4YgW_nOfVE721A,36.172318,-115.244139,dot3,yellow,1,238.5
3524,BH4ky1-owYRtIKRZ0bw9Rw,36.1122889,-115.297923,dot3,yellow,1,292
3529,WW2usZ_qGahfXGA5rhKvZw,36.28842233,-115.2865495,dot3,yellow,1,301
3535,q4khSPgiGK9MoTu2NC2yTA,36.103399,-115.169402,dot3,yellow,1,273
3544,7WXzTTAZwd33oqkKr2B2hA,36.1440539,-115.210789,dot3,yellow,1,112
3546,kBsvcoIvoK_M2BIs89xKZg,36.0552438,-115.2258702,dot3,yellow,1,150.5
3547,eLwTnV0_d8A15wlbrG7pQw,36.1254542,-115.196476,dot3,yellow,1,98
3551,guvpuXC3EmOWyTR2reeQqw,36.1137792,-115.1524787,dot3,yellow,1,120
3553,VkrlM9roC7Gp_faLec0i6A,36.1226529,-115.1441793,dot3,yellow,1,152
3555,22tYw_yHTyw7eqx4oIeooA,36.1141583,-115.1535379,dot3,yellow,1,237.5
3559,kCNp6j05zCixFt8ESfkRpg,36.06813616,-115.1790108,dot3,yellow,1,247.5
3565,vq5tMKvjDNDjtHi7pxs0TA,36.1141241,-115.3087109,dot3,yellow,1,260
3573,j1JzDh--v9P4wehtt_qBfQ,36.125587,-115.211199,dot3,yellow,1,292
3574,rtxbB81jnmJ0OiGmS9xECA,36.24063,-115.249942,dot3,yellow,1,150
3575,mo-zc81Q52d-iz5Put3zzw,36.0552452,-115.1723424,dot3,yellow,1,220.5
3578,Rs4GpKd_kFyTeDxE-ZTqWw,36.15881212,-115.20964,dot3,yellow,1,100
3582,e2zI0OMvlUdL82Z0uQHNiQ,36.0719464,-115.1067983,dot3,yellow,1,196
3589,s4Ki8L-zutVJexVSnFlP-Q,36.144051,-115.198702,dot3,yellow,1,225
3597,OzZhMnqlW87Vw9wnhnIlkg,36.0471607,-115.2433426,dot3,yellow,1,178.5
3600,994TtJYxB68eSscnCr94qQ,36.04170546,-115.2420947,dot3,yellow,1,228
3602,tZYDgckrbIcz-Sf_-1OgOg,36.2233297,-115.2174492,dot3,yellow,1,318.5
3603,KvkUJ1ZFp7GDe9BBmlwf_Q,36.0176131,-115.1187205,dot3,yellow,1,217
3608,rwn5on1IU1tjkfsOU1-9gg,36.1277487,-115.2248077,dot3,yellow,1,247.5
3615,2okugXUsb5dJ2nDAdtNjKA,36.14466602,-115.272706,dot3,yellow,1,246
3620,dwaNheCWKYvw5QMrd96vUw,36.0957508,-115.2967138,dot3,yellow,1,161
3622,VnR-KYOHlQX-aFMkaY686Q,36.1219011,-115.3148095,dot3,yellow,1,269.5
3623,fJJw8Bvw5QP4j0GqE94OJw,36.1296022,-115.1085145,dot3,yellow,1,119
3639,1LVq-vrSkNSD0EIIBLnlSw,36.1165471,-115.2623677,dot3,yellow,1,120
3650,YkgYT5kfaDSq9IgsGvmS3g,36.07224754,-115.0990297,dot3,yellow,1,248.5
3651,GAqqXsPS7wBgs5FuoXmKTA,36.30261064,-115.2821167,dot3,yellow,1,114
3652,aWzzk2rkruGryk-1-s3DHA,36.071411,-115.278723,dot3,yellow,1,269.5
3655,SyFDmmP1FjEnZP3hBs5RRA,36.012764,-115.136056,dot3,yellow,1,152
3659,FJUHc2lYL6Qvnnj9Bmb2WQ,36.105583,-115.136831,dot3,yellow,1,188
3661,r2ZPO8PV-kA6Jcht2JUdFQ,36.175,-115.136389,dot3,yellow,1,145
3662,oQyPc8P4hx3gdH9iVHLmZw,36.087483,-115.243782,dot3,yellow,1,164.5
3672,ki993w9EiPyzCCeqHVHsrA,36.127269,-115.241736,dot3,yellow,1,100
3679,WrTs9iNJaxWzyi2F5huSkQ,36.125908,-115.197904,dot3,yellow,1,150.5
3681,DCEYP_kyCyircsq4nTWJdg,36.13711223,-115.1633105,dot3,yellow,1,102.5
3682,vbZ0BWZK1fbBjetxe3sTOQ,36.1272588,-115.1658417,dot3,yellow,1,115.5
3687,l9JxJdiktn57Ypx2jqRSrQ,36.1715995,-115.1415715,dot3,yellow,1,237
3693,XJ68pM_ludxCVDHMpzItRQ,36.14284504,-115.2685006,dot3,yellow,1,130.5
3695,zTVjTJYlRW8-cT5IQZpkBg,36.0345497,-115.1192055,dot3,yellow,1,155
3697,o_jm_d4Gpqubfo9AMUixCg,36.1658935,-115.0635161,dot3,yellow,1,189
3700,BeSDpZgoDwYfTMUBJQwdEQ,36.1107749,-115.1721858,dot3,yellow,1,261
3715,I_h0uin_oo0WNqFy3qKEpw,36.13076166,-115.199026,dot3,yellow,1,220
3717,j5QZe4uDRI8OO5v0tFBkFA,36.10289615,-115.1701994,dot3,yellow,1,236
3723,c2fr_SXa-X6RiDYP_kCnxQ,36.167526,-115.138435,dot3,yellow,1,301.5
3724,Q3a7xKU_KrOT8Mli5X6aWg,36.123621,-115.2074151,dot3,yellow,1,324
3728,UVBBO66nLPhWefDVMwi1XA,36.1715995,-115.1415715,dot3,yellow,1,182
3730,1Vaz1OBQGj7xiCxIBuQIvA,36.06957968,-115.1784122,dot3,yellow,1,240
3731,flVIZ393lw6RG0wRkTaVEg,36.16742206,-115.1387998,dot3,yellow,1,245
3734,Hww3i4P9WsVLsTyXrCG89w,36.1033743,-115.1693962,dot3,yellow,1,280
3735,JxhSLFM7l0l2FYZs1ezf4A,36.08319598,-115.0324057,dot3,yellow,1,196
3737,xkTVRf8dqlzpXXPPn4F2qA,36.0979917,-115.2977607,dot3,yellow,1,94.5
3739,LGOlwgFhNgVGfUEGIpY-jQ,36.1013213,-115.225783,dot3,yellow,1,265.5
3741,GyIBNQinrYtqi3189EbO0w,36.0329035,-115.2073842,dot3,yellow,1,124
3742,W6gPrnthBK7i1pe4ZZlJDQ,36.1173225,-115.1715632,dot3,yellow,1,197.5
3745,DWg_KpDIeHX01e1l1i5TnQ,36.1796733,-115.178644,dot3,yellow,1,93
3749,1MRWXUsIvKNwt5SdLxqhZA,36.1264478,-115.1926856,dot3,yellow,1,311.5
3757,wdQ6nsRRb_LSON68PYhFOA,36.24085902,-115.078775,dot3,yellow,1,126
3764,uVRZlamB2A4VMq6TU-QzzQ,36.1186973,-115.1542695,dot3,yellow,1,144
3773,Q3QeCuNBTEQSqhmIaom8vg,35.995344,-115.2069805,dot3,yellow,1,178.5
3780,sJ9omljhmwCOtwYEQ-kbnA,36.105948,-115.150967,dot3,yellow,1,296
3782,MCS_VDkcxPRWcZ7kl_c39Q,36.18031693,-115.0798264,dot3,yellow,1,104
3784,rSp6g87Gska5MpIt7QRMvA,36.17014908,-115.1455964,dot3,yellow,1,98
3786,oCgA6kdDf7EDHaRW6FRUlA,36.01813065,-115.1180544,dot3,yellow,1,212
3789,lHRc-t5EmkY9ejWixFyiDQ,36.1143902,-115.307339,dot3,yellow,1,171.5
3790,YO-hq425916TWm4Rj2-Y-A,36.1674569,-115.0638089,dot3,yellow,1,150.5
3792,beLBiUPst9nClMbOQMIaQQ,36.069088,-115.119841,dot3,yellow,1,216
3793,ONHAq_VRqJrzLSjnmYeDUg,36.1084634,-115.2781946,dot3,yellow,1,126
3797,8-Oq4R1k26rszAJPGqPmHg,36.127498,-115.198027,dot3,yellow,1,216
3807,BNV8ZXfZjB_a3sHMxo5xog,36.1262297,-115.213504,dot3,yellow,1,329
3809,aplrc7fN1tCcBUo8Vt_1zQ,36.1255279,-115.2234859,dot3,yellow,1,189
3815,UEyXv6C3CyxVYmxRDWYgUQ,36.143431,-115.275792,dot3,yellow,1,300
3820,pzABWy-4UwT6GJycr42G5w,36.11411601,-115.1149328,dot3,yellow,1,301.5
3822,IjhfUYq7ipHUfm8GeMTJnA,36.115417,-115.2003327,dot3,yellow,1,164
3827,aj2FShIkWIm1i1qnTljP6w,36.13052516,-115.243407,dot3,yellow,1,196
3829,qaobpDQo3Si-EIxhIJKfCQ,36.11580692,-115.298748,dot3,yellow,1,292.5
3830,WvF3XVedUioBaG_xLgTgNQ,36.16118077,-115.3336107,dot3,yellow,1,93
3831,9gOBcfarkqeoCl1OBjMpZQ,36.013806,-115.134967,dot3,yellow,1,234
3832,ylCLWOLH7eAi2aEtsS9I-Q,36.2472804,-115.2089199,dot3,yellow,1,130.5
3837,0IV5L36XeQShzWiUhom9bQ,36.0416591,-115.1353976,dot3,yellow,1,104
3849,F2aOcE-K4nsc1GUToPM1jQ,36.0844749,-115.2412756,dot3,yellow,1,280
3850,n95VKf2ldyq2DQZJJ22Dxg,36.1915723,-115.2593102,dot3,yellow,1,120
3851,tv3qQk43GgNRxhu5LK2HXw,36.15788817,-115.3134669,dot3,yellow,1,175
3853,AM36SGbY0Beq3Jtc9YQv4A,36.0912409,-115.1740769,dot3,yellow,1,136.5
3856,bE_F716QBj0xdMGShapUOQ,36.0284419,-115.1178336,dot3,yellow,1,112
3857,nXf-BsH3EgtoCPqmLS0M7A,36.1439829,-115.2796682,dot3,yellow,1,274.5
3858,ALyPp3EcJprdsmdoWieN4A,36.0206629,-115.2672312,dot3,yellow,1,192.5
3862,6bBJymP2jh-tenBY8zvL1A,36.17932379,-115.2419672,dot3,yellow,1,135
3868,Ft2G2rrmtM5WwVRssrQZNg,36.1142391,-115.1727367,dot3,yellow,1,264
3874,8T4aPvtpugzUxJc-DVrLHg,36.1260693,-115.2198415,dot3,yellow,1,132
3880,WxRCv2JdY6ga9eG-a1xDEQ,36.1050259,-115.1359481,dot3,yellow,1,184.5
3881,9w0NMlgg8Z_P3JUSQK0mPA,36.0727196,-115.2433035,dot3,yellow,1,208
3883,uqgNQGDC_AQY1f9M3tPsLQ,36.27442661,-115.2536202,dot3,yellow,1,115.5
3885,kiA-L7r9uHh2bqUPxuCzNQ,36.12968596,-115.2782837,dot3,yellow,1,283.5
3891,bdsKG7MQIMmZ73lgOaTZ0A,36.11774777,-115.1704747,dot3,yellow,1,184
3892,enZkooanyewGsjkxztL6mw,36.125908,-115.197904,dot3,yellow,1,108
3896,cny9rhnhcYsJuTq2q4wp2A,36.1182919,-115.170409,dot3,yellow,1,287
3897,707HVAsClpiHh6hgMjho-A,36.167937,-115.140467,dot3,yellow,1,216
3900,moX-9x1Z76IlcAM3bAu4bg,36.11745357,-115.1714007,dot3,yellow,1,210
