attributes,business_id,categories,city,full_address,hours,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type
"{'Wheelchair Accessible': False, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",KJr8lTqqStOpFzT8XD97gQ,"['Arts & Crafts', 'Shopping', 'Fabric Stores', 'Art Supplies']",Paradise Valley,"Desert Ridge Market
Paradise Valley, AZ 85253",{},33.5311541,-111.9426452,Jo-Ann Etc,[],True,9,4.0,AZ,business
"{'Good for Kids': True, 'Accepts Credit Cards': True, 'By Appointment Only': False, 'Price Range': 3, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",aF_sNt6WHO4iUmlgXICYdA,"['Arts & Entertainment', 'Art Galleries', 'Shopping']",Paradise Valley,"6433 E Doubletree Ranch Rd
Paradise Valley, AZ 85253","{'Saturday': {'close': '17:00', 'open': '09:00'}, 'Monday': {'close': '17:00', 'open': '09:00'}, 'Sunday': {'close': '17:00', 'open': '11:00'}, 'Friday': {'close': '17:00', 'open': '09:00'}, 'Thursday': {'close': '17:00', 'open': '09:00'}, 'Wednesday': {'close': '17:00', 'open': '09:00'}, 'Tuesday': {'close': '17:00', 'open': '09:00'}}",33.567341,-111.942379,Cosanti Originals,[],True,12,5.0,AZ,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",_7Mpa61xZCAwagQxK7yyEA,"['Active Life', 'Sporting Goods', 'Bikes', 'Shopping', 'Bike Rentals']",Tempe,"1006 E Warner Road
Ste 106
Tempe, AZ 85284",{},33.3353841,-111.9270761,Landis Cyclery,[],True,18,3.0,AZ,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 1, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",fHrchaRB07DN0Dm-4Bk9dA,"['Used, Vintage & Consignment', 'Fashion', 'Shopping']",Scottsdale,"23435 N Pima Rd
Scottsdale, AZ 85255","{'Saturday': {'close': '18:00', 'open': '09:00'}, 'Monday': {'close': '19:00', 'open': '09:00'}, 'Sunday': {'close': '18:00', 'open': '10:00'}, 'Friday': {'close': '19:00', 'open': '09:00'}, 'Thursday': {'close': '19:00', 'open': '09:00'}, 'Wednesday': {'close': '19:00', 'open': '09:00'}, 'Tuesday': {'close': '19:00', 'open': '09:00'}}",33.6988525,-111.89048899999999,My Sister's Closet,[],False,6,4.5,AZ,business
"{'Dogs Allowed': True, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 4, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': True}}",4UT-y4uz18RuxWOkI_TAzw,"['Sporting Goods', 'Shopping', 'Golf Equipment']",Scottsdale,"23587 N Scottsdale Rd
Scottsdale, AZ 85255","{'Saturday': {'close': '18:00', 'open': '09:00'}, 'Monday': {'close': '18:00', 'open': '09:00'}, 'Sunday': {'close': '18:00', 'open': '10:00'}, 'Friday': {'close': '18:00', 'open': '09:00'}, 'Thursday': {'close': '18:00', 'open': '09:00'}, 'Wednesday': {'close': '18:00', 'open': '09:00'}, 'Tuesday': {'close': '18:00', 'open': '09:00'}}",33.7005934,-111.9235128,Hornacek House of Golf,[],True,3,4.5,AZ,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",KzQU6aH-vbtOw35waSq0-Q,"['Shopping', 'Nurseries & Gardening', 'Home & Garden']",Scottsdale,"25601 N Scottsdale Rd
Scottsdale, AZ 85255","{'Saturday': {'close': '17:30', 'open': '08:00'}, 'Monday': {'close': '17:30', 'open': '08:00'}, 'Sunday': {'close': '17:30', 'open': '08:00'}, 'Friday': {'close': '17:30', 'open': '08:00'}, 'Thursday': {'close': '17:30', 'open': '08:00'}, 'Wednesday': {'close': '17:30', 'open': '08:00'}, 'Tuesday': {'close': '17:30', 'open': '08:00'}}",33.7183721,-111.92527609999999,North Scottsdale Nursery and Cactus,[],True,6,3.5,AZ,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'By Appointment Only': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",ZrIJT2yWTRpN3DXXBZmRyw,"['Shopping', 'Optometrists', 'Health & Medical', 'Eyewear & Opticians']",Scottsdale,"11219 E Via Linda
Scottsdale, AZ 85259",{},33.5874955,-111.8390112,Ancala Eye Care,[],True,5,5.0,AZ,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 3, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': True}}",gZJQNdcYQm-6GjVaOmBiuQ,"['Shopping', 'Antiques']",Glendale,"5605 W Glendale Ave
Glendale, AZ 85301",{},33.538449,-112.1802777,Bo's Funky Stuff,[],True,3,4.5,AZ,business
"{'Wheelchair Accessible': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",8vS-dsL-ifZ6iVvKWxancg,"['Active Life', 'Sporting Goods', 'Bikes', 'Shopping', 'Bike Rentals']",Glendale,"6036 N 43rd Ave
Suite 5
Glendale, AZ 85301","{'Saturday': {'close': '18:00', 'open': '09:00'}, 'Monday': {'close': '18:00', 'open': '09:00'}, 'Friday': {'close': '18:00', 'open': '09:00'}, 'Thursday': {'close': '18:00', 'open': '09:00'}, 'Wednesday': {'close': '18:00', 'open': '09:00'}, 'Tuesday': {'close': '18:00', 'open': '09:00'}}",33.5252668,-112.1520419,Build A Bike,[],False,5,4.0,AZ,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",hLRoMJv9KSoBLJILh2TwOg,"['Grocery', 'Shopping', 'Florists', 'Drugstores', 'Food', 'Flowers & Gifts']",Sun City,"10926 W Bell Rd
Sun City, AZ 85351",{},33.638622,-112.2920652,Safeway,[],True,8,3.5,AZ,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",A4hIVUS7AsOFXbHxqDuKnQ,"['Food', 'Grocery']",Glendale,"6710 W Bethany Home Rd
Glendale, AZ 85303",{},33.5251,-112.204292,Fry's Marketplace,[],True,6,2.5,AZ,business
"{'Accepts Credit Cards': True, 'By Appointment Only': False, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",7ZkMXHdSTpzNBOc-LO9H5A,"['Shopping', 'Drugstores', 'Beauty & Spas', 'Food', 'Convenience Stores', 'Cosmetics & Beauty Supply']",Glendale,"8309 W Glendale Ave
Glendale, AZ 85305","{'Saturday': {'close': '22:00', 'open': '07:00'}, 'Monday': {'close': '22:00', 'open': '08:00'}, 'Sunday': {'close': '22:00', 'open': '08:00'}, 'Friday': {'close': '22:00', 'open': '07:00'}, 'Thursday': {'close': '22:00', 'open': '07:00'}, 'Wednesday': {'close': '22:00', 'open': '07:00'}, 'Tuesday': {'close': '22:00', 'open': '07:00'}}",33.5370024,-112.23809909999999,Walgreens,[],True,3,4.5,AZ,business
"{'Accepts Credit Cards': True, 'Price Range': 1, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",EisnS8lX8Ky9QmLMqYV57Q,"['Food', 'Department Stores', 'Grocery', 'Fashion', 'Shopping']",Glendale,"5010 N 95Th Ave
Glendale, AZ 85305",{},33.5103025,-112.2670102,Walmart Supercenter,[],True,13,2.0,AZ,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",IBP22oiElBtqEblBvwq28g,"['Videos & Video Game Rental', 'Books, Mags, Music & Video', 'Shopping', 'Hobby Shops']",Avondale,"10030 W McDowell Road
Suite 150
Avondale, AZ 85323",{},33.430535,-112.345359,Gamestop,[],True,5,3.5,AZ,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'By Appointment Only': False, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",oeGNIi1XEjpEXb8D5HdEFA,"['Shopping', 'Drugstores', 'Beauty & Spas', 'Food', 'Convenience Stores', 'Cosmetics & Beauty Supply']",Avondale,"10705 W Indian School Rd
Avondale, AZ 85392","{'Saturday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Tuesday': {'close': '00:00', 'open': '00:00'}}",33.4930125,-112.2910074,Walgreens,[],True,3,3.5,AZ,business
"{'Dogs Allowed': False, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}, 'Price Range': 2}",zD-EyPeJO_FKc08LwGMQRQ,"['Active Life', 'Shopping', 'Sporting Goods', 'Golf', 'Golf Equipment']",Avondale,"12247 W Indian School Rd
Avondale, AZ 85923","{'Saturday': {'close': '21:00', 'open': '09:00'}, 'Monday': {'close': '21:00', 'open': '09:00'}, 'Sunday': {'close': '18:00', 'open': '09:00'}, 'Friday': {'close': '21:00', 'open': '09:00'}, 'Thursday': {'close': '21:00', 'open': '09:00'}, 'Wednesday': {'close': '21:00', 'open': '09:00'}, 'Tuesday': {'close': '21:00', 'open': '09:00'}}",33.4915809,-112.322572,Valley Golf Center,[],True,18,4.5,AZ,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",GpyD4xNC_brDF4lcphgozg,"['Shopping', 'Drugstores']",Cave Creek,"28248 N Tatum Boulevard
Cave Creek, AZ 85331",{},33.742101,-111.979841,Tatum Drugs,[],False,4,4.0,AZ,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",TYKNzOftMZbn0D33Uu0L5w,"['Bakeries', 'Grocery', 'Shopping', 'Florists', 'Food', 'Flowers & Gifts']",Cave Creek,"29834 N Cave Creek Road
Cave Creek, AZ 85331",{},33.7577018,-111.9916814,Safeway,[],True,5,3.0,AZ,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",1ZU1rYUEnO9Hr_1HUQpaiQ,"['Shopping', 'Home & Garden', 'Appliances']",El Mirage,"12329 NW Grand Avenue
El Mirage, AZ 85335",{},33.6193605,-112.32576029999998,Sun Cities Appliance,[],True,4,1.0,AZ,business
{},L6yYzUqVcX97uNXDGqS7-w,"['Arts & Entertainment', 'Casinos']",Laveen,"51st Ave & Komatke Ln
Laveen, AZ 85339",{},33.3235629,-112.16913259999998,Gila River Casino,[],True,7,2.5,AZ,business
{},ZLTmQNX8Qek6o-ed3MS2pg,"['Thrift Stores', 'Shopping']",Sun City,"10737 W Peoria Ave
Sun City, AZ 85351",{},33.5800015,-112.2915033,Lutheran Thrift Shop,[],True,3,4.0,AZ,business
"{'Dogs Allowed': False, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'By Appointment Only': False, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}, 'Price Range': 2}",oApHhD7k5EGnNn1qN0igcg,"['Shopping', 'Optometrists', 'Health & Medical', 'Eyewear & Opticians']",Sun City,"10336 W Coggins Dr
Sun City, AZ 85351","{'Friday': {'close': '17:00', 'open': '08:00'}, 'Thursday': {'close': '17:00', 'open': '08:00'}, 'Tuesday': {'close': '17:00', 'open': '08:00'}, 'Wednesday': {'close': '17:00', 'open': '08:00'}, 'Monday': {'close': '17:00', 'open': '08:00'}}",33.5989779,-112.2827628,Northwest Valley Eyecare,[],True,3,3.5,AZ,business
{'Accepts Credit Cards': True},YAcjk7ChZ84473rKY6Q4mQ,"['Arts & Crafts', 'Shopping', 'Fabric Stores']",Sun City,"9857 W Bell Road
Sun City, AZ 85351",{},33.63788220000001,-112.2719676,Sun Valley Quilts,[],True,3,1.5,AZ,business
"{'Accepts Credit Cards': True, 'Price Range': 4, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",hDJTx1c2Scai9Nx8OTT1aQ,"['Flowers & Gifts', 'Shopping', 'Florists']",Sun City,"14629 Del Webb Blvd
Sun City, AZ 85351",{},33.617627500000005,-112.29007790000001,Sun City Florists,[],True,11,3.5,AZ,business
{},sgwIZ-_ELt0Ixj8qGA8ZyA,"['Electronics', 'Shopping']",Sun City,"13211 N 111th Ave
Sun City, AZ 85351","{'Saturday': {'close': '17:00', 'open': '08:00'}, 'Monday': {'close': '17:00', 'open': '08:00'}, 'Friday': {'close': '17:00', 'open': '08:00'}, 'Thursday': {'close': '17:00', 'open': '08:00'}, 'Wednesday': {'close': '17:00', 'open': '08:00'}, 'Tuesday': {'close': '17:00', 'open': '08:00'}}",33.6040847,-112.29852379999998,Denny's TV & Appliance,[],True,5,1.0,AZ,business
"{'Accepts Credit Cards': True, 'By Appointment Only': False, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",ppXTcPJHnG9zDN3CAaiXnA,"['Shopping', 'Drugstores', 'Beauty & Spas', 'Food', 'Convenience Stores', 'Cosmetics & Beauty Supply']",Avondale,"10710 W Mcdowell Rd
Avondale, AZ 85392","{'Saturday': {'close': '00:00', 'open': '07:00'}, 'Monday': {'close': '00:00', 'open': '07:00'}, 'Sunday': {'close': '00:00', 'open': '07:00'}, 'Friday': {'close': '00:00', 'open': '07:00'}, 'Thursday': {'close': '00:00', 'open': '07:00'}, 'Wednesday': {'close': '00:00', 'open': '07:00'}, 'Tuesday': {'close': '00:00', 'open': '07:00'}}",33.4650045,-112.2906297,Walgreens,[],True,10,3.0,AZ,business
"{'Accepts Credit Cards': True, 'Price Range': 3, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",kq-j56LnxJ8BvIDcOgeYnQ,"['Food', 'Specialty Food', 'Grocery', 'Meat Shops']",Tolleson,"611 S 80th Avenue
Tolleson, AZ 85353",{},33.441738,-112.23173999999999,Sysco Food Services of Arizona,[],True,3,1.5,AZ,business
{'Good for Kids': True},k94x--NChSq4BCO7XiOXYA,"['Arts & Entertainment', 'Stadiums & Arenas']",Wittmann,"19421 W Jomax Rd
Wittmann, AZ 85361",{},33.7242816,-112.4781,Speedworld Raceway Park,[],True,4,4.5,AZ,business
"{'Accepts Credit Cards': True, 'Price Range': 2}",56kFLT268IuqYpxkYOme5w,"['Pet Services', 'Shopping', 'Pets', 'Drugstores']",Youngtown,"12012 N 111th Avenue
Youngtown, AZ 85363",{},33.593446,-112.299875,Pet Health Pharmacy,[],True,4,4.0,AZ,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",nos-g0HeqSuLGZ1sjbGgnA,"['Food', 'Grocery']",Peoria,"7586 W Thunderbird Road
Peoria, AZ 85381",{},33.6110872,-112.222223,Bashas' ,[],True,6,2.0,AZ,business
"{'Accepts Credit Cards': True, 'Delivery': False, 'Price Range': 1, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",YiUG1a1pyEXoimjIhodZDg,"['Flowers & Gifts', 'Shopping', 'Florists']",Peoria,"12320 N 83rd Avenue
Peoria, AZ 85381",{},33.59662,-112.239286,Safeway Food & Drug,[],True,4,2.5,AZ,business
{'Good for Kids': False},BWTF6pUy7pptYNTfQVBiiQ,"['Active Life', 'Shopping', 'Golf', 'Golf Equipment Shops', 'Sports Clubs']",Peoria,"16752 West State Route 74
Peoria, AZ 85383","{'Saturday': {'close': '19:00', 'open': '06:00'}, 'Monday': {'close': '19:00', 'open': '06:00'}, 'Sunday': {'close': '19:00', 'open': '06:00'}, 'Friday': {'close': '19:00', 'open': '06:00'}, 'Thursday': {'close': '19:00', 'open': '06:00'}, 'Wednesday': {'close': '19:00', 'open': '06:00'}, 'Tuesday': {'close': '19:00', 'open': '06:00'}}",33.841762,-112.424558,Quintero Golf Club,[],True,13,4.5,AZ,business
"{'Wheelchair Accessible': True, 'Alcohol': 'full_bar', 'Good for Kids': False, 'Outdoor Seating': False, 'BYOB/Corkage': 'yes_free', 'Wi-Fi': 'free', 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}, 'Dogs Allowed': True, 'Price Range': 1, 'Accepts Credit Cards': True, 'Take-out': True, 'Corkage': False, 'Caters': True, 'Takes Reservations': True, 'Has TV': True, 'Good For Groups': True, 'Attire': 'casual', 'Noise Level': 'average', 'Ambience': {'romantic': False, 'intimate': False, 'upscale': False, 'trendy': False, 'hipster': False, 'casual': False, 'touristy': True, 'classy': False, 'divey': True}, 'Delivery': False, 'Good For': {'lunch': False, 'dinner': True, 'latenight': False, 'brunch': False, 'breakfast': True, 'dessert': False}, 'Waiter Service': True}",TInL9Ll_fd597SeEml0yLw,"['Hotels & Travel', 'Arts & Entertainment', 'Casinos', 'Event Planning & Services', 'Hotels']",Henderson,"2800 S Boulder Hwy
Henderson, NV 89002","{'Saturday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Tuesday': {'close': '00:00', 'open': '00:00'}}",35.9725724,-114.91175,Railroad Pass Hotel & Casino,[],True,50,3.0,NV,business
"{'Wheelchair Accessible': True, 'Alcohol': 'full_bar', 'Has TV': True, 'Good For Groups': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Wi-Fi': 'paid', 'Parking': {'valet': False, 'garage': True, 'validated': False, 'lot': False, 'street': False}, 'Accepts Credit Cards': True, 'Good For Kids': False, 'Noise Level': 'average', 'Ambience': {'romantic': False, 'intimate': False, 'upscale': False, 'trendy': False, 'hipster': False, 'casual': False, 'touristy': False, 'classy': False, 'divey': False}, 'Delivery': False, 'Good for Kids': False, 'Good For': {'lunch': False, 'dinner': False, 'latenight': False, 'brunch': False, 'breakfast': False, 'dessert': False}, 'Take-out': False, 'Takes Reservations': True, 'Waiter Service': False, 'Price Range': 2}",b8ffYmDeW89C6DruqgLmKw,"['Arts & Entertainment', 'Casinos']",Henderson,"777 W Lake Mead Pkwy
Henderson, NV 89015",{},36.031979,-115.009344,Fiesta Henderson,[],True,115,2.5,NV,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",ElJXn94OU6FNrmMRdHRoXg,"['Food', 'Grocery']",North Las Vegas,"5564 Camino Al Norte
North Las Vegas, NV 89031",{},36.2604119,-115.1550122,Smith's Food & Drug Centers,[],True,11,4.0,NV,business
"{'Happy Hour': True, 'Good for Kids': False, 'Music': {'dj': False, 'jukebox': True, 'live': False}, 'Outdoor Seating': False, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}, 'Smoking': 'yes', 'Good For Groups': True, 'Price Range': 1}",51Yp5heCr8QHlZXBjeWzkg,"['Arts & Entertainment', 'Casinos']",Las Vegas,"3449 Industrial Rd
Las Vegas, NV 89109",{},36.1268574,-115.17616709999999,Sonny's Saloon & Casino,[],True,8,3.5,NV,business
"{'Price Range': 1, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",CAsgqS72DQkZxMNzuAzRXg,"['Hardware Stores', 'Building Supplies', 'Shopping', 'Home Services', 'Home & Garden']",Las Vegas,"4438 E Lake Mead Blvd
Sunrise
Las Vegas, NV 89115","{'Saturday': {'close': '18:00', 'open': '08:00'}, 'Monday': {'close': '18:00', 'open': '08:00'}, 'Sunday': {'close': '16:00', 'open': '09:00'}, 'Friday': {'close': '18:00', 'open': '08:00'}, 'Thursday': {'close': '18:00', 'open': '08:00'}, 'Wednesday': {'close': '18:00', 'open': '08:00'}, 'Tuesday': {'close': '18:00', 'open': '08:00'}}",36.19609129999999,-115.0772133,Meads Hardware,['Sunrise'],True,4,5.0,NV,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",SSnWLYO4ADh33-l8oy0klw,"['Electronics', 'Shopping']",Las Vegas,"5757 Wayne Newton Boulevard
Southeast
Las Vegas, NV 89119",{},36.089494,-115.138026,Brookstone,['Southeast'],True,3,2.5,NV,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",43LqCe7ryVSoUJCIN55bvw,"['Musical Instruments & Teachers', 'Shopping']",Las Vegas,"9550 S Eastern Ave
Suite 120
Las Vegas, NV 89123","{'Saturday': {'close': '16:00', 'open': '09:30'}, 'Monday': {'close': '18:00', 'open': '09:30'}, 'Friday': {'close': '18:00', 'open': '09:30'}, 'Thursday': {'close': '18:00', 'open': '09:30'}, 'Wednesday': {'close': '18:00', 'open': '09:30'}, 'Tuesday': {'close': '18:00', 'open': '09:30'}}",36.01430560000001,-115.1175105,Kessler & Sons Music,[],True,7,4.0,NV,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Delivery': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",2DoTQ_lN_OvmZUUsd1abDA,"['Bakeries', 'Grocery', 'Shopping', 'Florists', 'Food', 'Flowers & Gifts']",Las Vegas,"475 E Windmill Ln
Southeast
Las Vegas, NV 89123","{'Saturday': {'close': '09:00', 'open': '09:00'}, 'Monday': {'close': '09:00', 'open': '09:00'}, 'Sunday': {'close': '09:00', 'open': '09:00'}, 'Friday': {'close': '09:00', 'open': '09:00'}, 'Thursday': {'close': '09:00', 'open': '09:00'}, 'Wednesday': {'close': '09:00', 'open': '09:00'}, 'Tuesday': {'close': '09:00', 'open': '09:00'}}",36.041292600000006,-115.1527614,Vons,['Southeast'],True,33,4.0,NV,business
"{'Accepts Credit Cards': True, 'Price Range': 1, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",4tfS9UTz2Q8KS1m58nE7Iw,"['Shopping', 'Drugstores']",Las Vegas,"7190 W Craig Rd
Northwest
Las Vegas, NV 89129",{},36.241040000000005,-115.25084199999999,CVS/pharmacy,['Northwest'],True,12,3.0,NV,business
{'Good for Kids': False},HtMtetD-F5qYhBxlGMqJkg,"['Arts & Entertainment', 'Social Clubs']",Las Vegas,"1 Robert Trent Jones S
Southwest
Las Vegas, NV 89141",{},35.9723318,-115.19354879999999,Southern Highlands Golf Club,['Southwest'],True,4,5.0,NV,business
"{'Accepts Credit Cards': True, 'By Appointment Only': False, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",L4TJUJPJpeZpvXK9ZnhsFw,"[""Men's Clothing"", 'Bridal', 'Fashion', 'Shopping']",Las Vegas,"8650 W Tropicana Ave
Spring Valley
Las Vegas, NV 89147","{'Saturday': {'close': '17:00', 'open': '10:00'}, 'Monday': {'close': '18:00', 'open': '10:00'}, 'Friday': {'close': '18:00', 'open': '10:00'}, 'Thursday': {'close': '18:00', 'open': '10:00'}, 'Wednesday': {'close': '18:00', 'open': '10:00'}, 'Tuesday': {'close': '18:00', 'open': '10:00'}}",36.101290500000005,-115.2802463,Jerry's Tux Shop,['Spring Valley'],True,24,4.5,NV,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",Q5AQXaZWBIiJa1mYBsdf0w,"['Department Stores', 'Fashion', 'Shopping']",Nellis AFB,"5930 Rickenbacker Rd
Nellis AFB, NV 89191",{},36.23982,-115.04346000000001,Base Exchange,[],True,21,3.5,NV,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': False, 'Price Range': 1, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",Cq4prPqm0KFrCf_wI8Pufw,"['Food', 'Beer, Wine & Spirits', 'Grocery']",Madison,"3817 Milwaukee St
Eastmorland
Madison, WI 53703","{'Saturday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Tuesday': {'close': '00:00', 'open': '00:00'}}",43.0969969,-89.318854,Woodman's Food Market,['Eastmorland'],True,65,3.5,WI,business
{'Good for Kids': True},hPh0OJzgJnjerwcDGIsnJw,"['Museums', 'Arts & Entertainment']",Apache Junction,"4087 N Apache Trl
Apache Junction, AZ 85219",{},33.4509038,-111.497751,Superstition Mountain Museum,[],True,8,4.0,AZ,business
"{'Accepts Credit Cards': True, 'Has TV': False, 'Good For Groups': True, 'Outdoor Seating': True, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}, 'Smoking': 'yes', 'Ambience': {'romantic': False, 'intimate': False, 'upscale': False, 'trendy': False, 'hipster': False, 'casual': False, 'touristy': False, 'classy': False, 'divey': False}, 'Price Range': 2, 'Noise Level': 'very_loud', 'Happy Hour': False, 'Good For Dancing': True, 'Good for Kids': False, 'Alcohol': 'full_bar', 'Coat Check': False}",LVgkwBHhJDWO8-BZC2l1FQ,"['Arts & Entertainment', 'Performing Arts', 'Nightlife', 'Music Venues']",Florence,"20585 Price Station Rd
Florence, AZ 85232",{},33.080242,-111.335701,Country Thunder,[],True,9,3.5,AZ,business
"{'Accepts Credit Cards': True, 'Price Range': 1, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",T6rK26jDO06VYh5zBb88ug,"['Food', 'Grocery']",Henderson,"2272 N Green Valley Pkwy
Henderson, NV 89077",{},36.0553727,-115.0835298,Food 4 Less,[],True,17,3.5,NV,business
"{'Accepts Credit Cards': False, 'By Appointment Only': True, 'Price Range': 3, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",GTB5G95o2oTXFyijBRVjvQ,"['Bridal', 'Shopping', 'Event Planning & Services', 'Party & Event Planning']",Las Vegas,"Las Vegas, NV 89052",{},35.952556,-115.0228736,Lush Floral,[],True,11,5.0,NV,business
{'Good for Kids': True},ogFtuDyRALK0SL_HmpAG0A,"['Museums', 'Arts & Entertainment']",Nellis Afb,"4445 Tyndall Ave
Nellis Afb, NV 89191",{},36.2265955,-115.0543314,Thunderbirds,[],True,7,4.5,NV,business
