,biz_id,lat,lon,marker,dec_score,size,dec_score_num,score
651,LQGQ1w4pYrf5in6LrU0BlQ,33.4857345,-112.0999798,dot3,red,1,4,444
652,0LLaVEXjtW0aW0FzU9uRoA,33.495018,-112.1010062,dot3,blue,1,2,56
653,s5roBvbA79SQaO4FHkJgGw,33.4956034,-112.0999297,dot3,red,1,4,320
654,OPbWf_Dwzqda9sGVHQHtJw,33.523988,-112.096501,dot3,green,1,1,15
655,psZF-7maJzwhtfesiSrACA,33.5252497,-112.1114687,dot3,blue,1,2,52.5
656,NT0HMA345rSfJt9lqInMtg,33.5249914,-112.0995559,dot3,green,1,1,12
657,wmuYTDs5kVaPRdFjKGtk_w,33.509839,-112.109379,dot3,blue,1,2,45.5
658,4aHi_FH2eP9c25Smb35AZg,33.5097112,-112.0962274,dot3,blue,1,2,39
659,r4cRbcxqjvx7rDTsw0iAfQ,33.5224329,-112.0962964,dot3,blue,1,2,28
660,Yd4nWyfQWVqn_IjBcYqveg,33.5081735,-112.0947772,dot3,green,1,1,21
661,nKrUueeLiIAeMH8nGhdh3A,33.4949436,-112.128213,dot3,green,1,1,7.5
662,jYtU-YTynMjgLRi2pYMwiA,33.5104196,-112.1342181,dot3,green,1,1,18
663,p1sX2UVxEjPzd92LtP3c4g,33.4950335,-112.1262987,dot3,yellow,1,3,216
664,X3bldSWre7nBLjMXCjE9Dw,33.5093623,-112.1172586,dot3,green,1,1,16
665,p4q6LcHoC-W8XoKfXNoJeQ,33.5097089,-112.118531,dot3,blue,1,2,30
666,1AMncE6Lxdr6J9PeqZi4nA,33.4506964,-112.0000523,dot3,red,1,4,237
667,HRTg-u2fBf_XzBSUgd6sqQ,33.4957319,-112.117581,dot3,green,1,1,9
668,pfTvVee_dAieMqoeomVtTg,33.480085,-112.13332,dot3,blue,1,2,35
669,ai4e0PDmLLrlieV1oeo3XA,33.480828,-112.130669,dot3,green,1,1,21
670,eI7bKGWMMdOFf3Nxo6Q4jw,33.4805399,-112.1333575,dot3,green,1,1,15
671,1iJA5fYMDLjCE8PBrt4kMg,33.4856274,-112.1343594,dot3,blue,1,2,31.5
672,wAs-stW0HP6OXVXdpawnBQ,33.5081908,-112.1345446,dot3,blue,1,2,48
673,hMd49yw32d7I0Kk1ZIOeXg,33.537836,-112.134813,dot3,green,1,1,16
674,0db71MbrvcJnyk71COCJBg,33.5108736,-112.1341836,dot3,red,1,4,672
675,8SoWH_iOdZD1OvebCwJUbg,33.5241972,-112.1340382,dot3,blue,1,2,35
676,KSKlspZY6FqTuYZvNbkecQ,33.5092118,-112.1349754,dot3,green,1,1,10
677,O4E5IXT6zVJ3VpbYHqxRug,33.5240077,-112.1514811,dot3,yellow,1,3,76
678,3ed5LXW0Tqdhxdl8V6NPvw,33.523617,-112.150302,dot3,green,1,1,12
679,u1szzmBt9M5s86s446watA,33.5237411,-112.1496458,dot3,blue,1,2,44
680,gF5zLXzjQ0hqli5Xn3Pccw,33.5094372,-112.1362237,dot3,green,1,1,10
681,lykHOB7mmtC05NzlhyvbpA,33.5667425,-112.1025362,dot3,green,1,1,15
682,CAhyiTcoGeAqaP018FX0cQ,33.5538282,-112.0980631,dot3,blue,1,2,45
683,YaB2hKgWUaqAWnCA6YWD7g,33.553485,-112.110289,dot3,blue,1,2,28
684,K28O8R76bJFUt57ScN46Mw,33.5531631,-112.109916,dot3,yellow,1,3,76
685,XIeteOw2pKgLiOP6_VzWzA,33.5811868,-112.1001749,dot3,blue,1,2,40
686,_-TRcD1fi3Eq6U0tEb6Qnw,33.576971,-112.1159816,dot3,green,1,1,18
687,lSmzpTl9XT2MdgKA9GcNjg,33.566809,-112.100097,dot3,green,1,1,12
688,XQM004tccGb-zLz4huUKQg,33.5674315,-112.1025316,dot3,green,1,1,12
689,KqYY2rwD8ymjU9mVJwiuRQ,33.5682973,-112.0998396,dot3,green,1,1,24
690,NQhPkGeHiljeg7tXPTHJeA,33.5778831,-112.1164816,dot3,yellow,1,3,161
691,_7OvxfAje3XDZuSzguF6iA,33.57144165,-112.081337,dot3,yellow,1,3,108.5
692,jNyjPyaGJVoaUuyQzWgILg,33.5674094,-112.1025782,dot3,green,1,1,16
693,2to5b5taseO9zZ9tnQqhlw,33.553457,-112.098337,dot3,yellow,1,3,143.5
694,ZShuQrMfLOmnUQbLP3dwpw,33.5531191,-112.1090962,dot3,yellow,1,3,96
695,tnHvCJ6kYQ1droyl_6Tg4Q,33.553619,-112.109215,dot3,green,1,1,9
696,qNpNPI-f2Y2eg364-V0deQ,33.55203,-112.100098,dot3,green,1,1,14
697,Jj7bcQ6NDfKoz4TXwvYfMg,33.566989,-112.116243,dot3,yellow,1,3,148
698,snAVeziqOvetlqrHPLJV9A,33.573218,-112.100373,dot3,green,1,1,14
699,TgxDGx7L_JICWbuBUCGVqw,33.5764031,-112.1162617,dot3,red,1,4,504
700,4780MrclJEFGp8MDf9_U2g,33.5676107,-112.1008401,dot3,green,1,1,13.5
701,kJ2aJFIJIK_Hnr8aj043kw,33.575317,-112.116193,dot3,yellow,1,3,168
702,Bui7TEFaPwuZtW5QQg2oFQ,33.5657923,-112.0991561,dot3,yellow,1,3,129.5
703,E_wJCQ9L_0w5tJyrvr0lJQ,33.574046,-112.116641,dot3,red,1,4,264
704,a4wVLeSHNSHyGGbanNuCUg,33.555296,-112.09925,dot3,blue,1,2,69
705,X_F-3w3Z1omxWpItnWDH9g,33.569822,-112.11349,dot3,green,1,1,12
706,uB_d4EZ6Jv1smugIhlIYhw,33.567221,-112.115581,dot3,green,1,1,10
707,PSAK5sUss8yiN7Q_72Zlxw,33.553471,-112.099212,dot3,blue,1,2,36
708,oiLe3lqMFaZtsSpRuIUChw,33.5524748,-112.0990906,dot3,red,1,4,360
709,lPAHpSIc2MvY06bWxrFRiw,33.5672292,-112.1034416,dot3,yellow,1,3,206.5
710,5X9iW2qF5ecY78v35b5iWQ,33.5534301,-112.1097168,dot3,green,1,1,10
711,-0bUDim5OGuv8R0Qqq6J4A,33.5396894,-112.0991833,dot3,green,1,1,16
712,xWzKjBBAGxq-nbXzTYikyw,33.5711465,-112.084771,dot3,green,1,1,14
713,5EWVJZd9cSAMwkrwgOFd6Q,33.5712883,-112.083589,dot3,blue,1,2,32
714,0EBR4wDqtkbMC-wghpctEg,33.6405901,-112.0811988,dot3,blue,1,2,39
715,7fJgNpljbi1d7wjdsPcPcw,33.611402,-112.112968,dot3,green,1,1,20
716,rr44srj5pxejML-W1Wx0IA,33.63994,-112.08032,dot3,green,1,1,18
717,ff_QnODW0vqNWZPSTVQTsQ,33.6532509,-112.0993786,dot3,yellow,1,3,112
718,HRjDpeJOL02ZqwrYgtHV_A,33.6400515,-112.0974932,dot3,blue,1,2,35
719,pa_Ft6pLLWo-w_iopBsu0g,33.6123561,-112.0995217,dot3,green,1,1,24
720,HmieoxfEuZT91ojxluadZg,33.64013001,-112.1079817,dot3,yellow,1,3,77
721,scr5gHaPC_36GtaCxmJEHA,33.6403418,-112.1106724,dot3,yellow,1,3,213.5
722,0_3hrGrrP-J5eeHRwQfZ6w,33.6107116,-112.1006458,dot3,yellow,1,3,157.5
723,HAMKYsgtJ6fEBUZzTMhZwA,33.6111073,-112.1110185,dot3,yellow,1,3,168
724,za5sHh-jpdMtQEmmV8gbnw,33.639727,-112.099224,dot3,green,1,1,12
725,tEvGNTPLV01OiUt_SKn2Ww,33.640581,-112.097743,dot3,green,1,1,17.5
726,uMO2dbCPPXNlifLqmDcVhQ,33.640453,-112.108785,dot3,yellow,1,3,105
727,XBpxFy0h7KE-GtKuCX2JQw,33.6427912,-112.099794,dot3,green,1,1,18
728,lHFsO4nIwwgjC_oQYqfAPg,33.6405634,-112.0946603,dot3,blue,1,2,44
729,nY2QBNMEfT3j68j-DHOGyg,33.640625,-112.112867,dot3,yellow,1,3,140
730,3fNGtIfuHwt0-DD9SSjO6Q,33.6419531,-112.099716,dot3,yellow,1,3,75
731,I7IfnWW1nXljC4ZGqwPe-w,33.6400079,-112.0872865,dot3,red,1,4,400
732,0MQ3inDAuiq43TN9hw_Rbw,33.6539661,-112.1323768,dot3,green,1,1,18
733,vJPehU-xd1p_-L0O7IwTjQ,33.6547265,-112.1005506,dot3,green,1,1,13.5
734,EEC7t11ciQ6XUjkudRbYSg,33.6834879,-112.116182,dot3,yellow,1,3,98
735,lPtTXn7_VOwqypZs07j2nA,33.6674187,-112.1203279,dot3,blue,1,2,64
736,3yMneVFhBePIBtCGdboc7Q,33.6560582,-112.09834,dot3,yellow,1,3,178.5
737,9Y5kXneSwv-l-8TODZWQAQ,33.683674,-112.100217,dot3,yellow,1,3,76
738,fmpEjlZhFlMHaGmsKJlUTg,33.6756028,-112.1004297,dot3,yellow,1,3,102
739,MQjBx1iVmIz6uI9T0DIkKw,33.666682,-112.12371,dot3,blue,1,2,33
740,FG7Js2aMD6NtMMRI0C8Arw,33.666702,-112.123307,dot3,blue,1,2,56
741,LSoRoX3DDsX8YgqTQpQuTQ,33.6702654,-112.1181065,dot3,green,1,1,6
742,6Q_WeP3JxYoFciwcjMStWw,33.666682,-112.12371,dot3,blue,1,2,49
743,hnOGdF42m6Cwuuh5iuaXbA,33.667653,-112.122297,dot3,yellow,1,3,150
744,35Om8exyCLHWeijbxDPB1w,33.655098,-112.082382,dot3,green,1,1,17.5
745,3tk6Syyz5i967Ifuz_4o3w,33.656005,-112.09836,dot3,blue,1,2,66
746,VCCOmfNKYif3GA0YwsnoVg,33.655105,-112.081705,dot3,yellow,1,3,88
747,Jt1tVmCN1jwnXc3sSULqTQ,33.6832965,-112.1082641,dot3,blue,1,2,27
748,VNAwZUh2pLSAn9oGpYBC7w,33.6831619,-112.07535,dot3,blue,1,2,63
749,Sodko0hlMg7F5doNJGKcWQ,33.667839,-112.125528,dot3,red,1,4,240
750,wJGJt3NPaHvE-GMIeN-H5Q,33.6834952,-112.1063599,dot3,blue,1,2,27
751,6S3zqOG3NyYTc8r6LwvM7g,33.656005,-112.09836,dot3,blue,1,2,69
752,jqbrMBRsByyVBm8OoQ9dWA,33.681686,-112.114228,dot3,yellow,1,3,185.5
753,IwhkOh4fPsiU7TThIsz6Og,33.66645432,-112.124527,dot3,yellow,1,3,105
754,i98vDwJCbC4RHvDo0_XQuw,33.683393,-112.114985,dot3,blue,1,2,28
755,flMu0Tz5RsaMzr6K8kg1EA,33.655256,-112.132618,dot3,blue,1,2,36
756,O8VZStQqbwvHb8aayyTIWg,33.671419,-112.117988,dot3,green,1,1,15
757,oJ1xS-B6FJis_8_jdMBPLQ,33.667729,-112.124063,dot3,green,1,1,15
758,wEsor9I2DcyYoR3brlqIMw,33.666682,-112.12371,dot3,blue,1,2,27
759,y6-RZAlmtssiqo0OM7lCUw,33.684219,-112.1083509,dot3,blue,1,2,38.5
760,H3IBlFr4WTmMupkUcX7cDA,33.6835952,-112.1009423,dot3,blue,1,2,35
761,8bb8t2Y8y5vlMQ3dYi3Uvg,33.6659875,-112.117845,dot3,green,1,1,15
762,I3KRHQvoLB6O_MZ2-UpynQ,33.6555982,-112.1341515,dot3,blue,1,2,63
763,GVUtuBmDdvXxXtjrvHHJnQ,33.6866684,-112.1003342,dot3,blue,1,2,45.5
764,iYr8t8RVPCiWABBO4I6HgA,33.6547143,-112.0976703,dot3,blue,1,2,42
765,NWtC07BxIqQp76kugbvynA,33.6707361,-112.1177658,dot3,blue,1,2,45.5
766,iAHNZo6GF4C3N-z8u2C_ww,33.6840252,-112.107284,dot3,blue,1,2,42
767,51iJ7zyvay9N_COWV0is_g,33.5829277,-112.0992147,dot3,yellow,1,3,100
768,ubfD6-I73lP00v0fkx-keQ,33.59864811,-112.1203737,dot3,red,1,4,384
769,5bzUWGZO13J1PsYCK14sCg,33.5981674,-112.150726,dot3,yellow,1,3,144
770,_91nx0Tz61WQIX2fpS7wDQ,33.5981674,-112.150726,dot3,green,1,1,8
771,uptdn_hZsuJOCp5WCKJxjQ,33.5827219,-112.150996,dot3,green,1,1,21
772,vuTdngoxZdbJdbno8IK3Kw,33.5833752,-112.1338743,dot3,yellow,1,3,116
773,HLQ2dpyfLcva120pCSLvfA,33.5968607,-112.1356308,dot3,blue,1,2,48
774,H03D-h5UwPXOv64W5Iqn_Q,33.5963901,-112.1346307,dot3,yellow,1,3,72
775,r67TiLEb5K1nnacFCEQ0jQ,33.609824,-112.1335065,dot3,green,1,1,7.5
776,VF9wvcgVPDVa9LBDHPrXuw,33.5964011,-112.1201741,dot3,yellow,1,3,88
777,apEkYsUz31lI3tcJoC4HbA,33.581387,-112.13188,dot3,yellow,1,3,117
778,9LWHrYjDQNjFSNH6VbSFrg,33.5955127,-112.0993308,dot3,yellow,1,3,99
779,JmKgenzB37i3xcK0rJkDmQ,33.58293,-112.1513854,dot3,blue,1,2,57.5
780,awJTMRbRbrLRZirPe2DXJA,33.5963198,-112.1341976,dot3,green,1,1,22.5
781,WZ9UbAUNllHfg06B_mHnmA,33.5987628,-112.1197642,dot3,green,1,1,14
782,EFxaUHb6UwOpsvIIdZk-Ng,33.597378,-112.1197753,dot3,blue,1,2,54
783,bU4ZRr07Y6DFayPK3kKFsw,33.5818251,-112.1249576,dot3,green,1,1,22.5
784,QTXksIu_qTiHBXYju0FjNg,33.5815112,-112.1251555,dot3,blue,1,2,63
785,Mfa0aFvpjQ5llU3dq71i6Q,33.5824039,-112.099254,dot3,green,1,1,18
786,s0kRiHawc3BlFAU8I-GU9w,33.5818256,-112.1241636,dot3,green,1,1,14
787,1B5vpxnZYXKil_k5d5MpEQ,33.58216,-112.134388,dot3,green,1,1,20
788,9xsmSRFD8riQF7UCBrD88g,33.582048,-112.1347164,dot3,yellow,1,3,168
789,reMYkuDhLk4raAviOFtvOQ,33.6095285,-112.1342354,dot3,red,1,4,256
790,EqyNGesG22jNfNT5pmfYgw,33.596381,-112.12074,dot3,yellow,1,3,180
791,NFoVdVCLmJ4InK4g6GYgKQ,33.5836898,-112.1339118,dot3,red,1,4,240
792,WBDFE5PtCeL6x2YQRskZnA,33.6096353,-112.1342635,dot3,green,1,1,12
793,bsDkiuoIA7_ecWTjG6ifwA,33.4803542,-112.1525661,dot3,green,1,1,4.5
794,LeTMz4hrsdHhiS-vNBj82A,33.48001,-112.15312,dot3,yellow,1,3,84
795,hZnyMKyQY_EaFQ2Sq73AMg,33.4804804,-112.1529177,dot3,green,1,1,18
796,ojCJLdq4pLIvumBdEtxN_Q,33.49245,-112.151335,dot3,blue,1,2,28
797,nE-qMmKkYEuT0onFTLDFtg,33.4952625,-112.1851741,dot3,blue,1,2,56
798,RcufSDfRpeaxLm875axrDQ,33.494559,-112.166939,dot3,green,1,1,17.5
799,JLAv7wuaVp9VSo2n_kHOlQ,33.49548,-112.1688163,dot3,blue,1,2,31.5
800,b5sP47L2NiBXqbsiOnR7cw,33.495198,-112.1858356,dot3,blue,1,2,59.5
801,a2rP52PGQtyAXCsoUc-PYg,33.4955913,-112.1522673,dot3,green,1,1,10
802,TLFPee56Ki7cJKZ8zpl-Pw,33.4958142,-112.1690854,dot3,green,1,1,10
803,uflQ_lKBfS6WknNlm_HK8g,33.4952704,-112.1683457,dot3,blue,1,2,42
804,R2M90cHdYRUYVB4VzA_fYg,33.4947702,-112.1716455,dot3,green,1,1,7.5
805,egewu6VzoA8uNG7IPmzmdA,33.4948927,-112.1697337,dot3,green,1,1,10.5
806,dCUnkEiVCr724xl9JNJACg,33.49570463,-112.1541197,dot3,blue,1,2,24.5
807,dCjIsHdc-IoOmfMt7qqZJA,33.494229,-112.173696,dot3,green,1,1,12.5
808,DRekXCjdmPESqDpwaQ0x2w,33.4949556,-112.1533049,dot3,blue,1,2,40
809,gBexinoctpKpwhyxAMZ_wA,33.480276,-112.2208861,dot3,blue,1,2,30
810,m3-p0XIYBQdR4VzbHpUpXQ,33.4942713,-112.2178347,dot3,yellow,1,3,96
811,8s392ZpX8dfO5Ol2RdQISQ,33.4947838,-112.2009798,dot3,green,1,1,24
812,YuEdJcnZQv8XXAoP6GgClg,33.4946448,-112.2167573,dot3,yellow,1,3,80
813,FJgO8d_Lx0P1A0KOiRfuFg,33.4946902,-112.2173778,dot3,green,1,1,4.5
814,hhaUz_YCmU7OfSR10uJGrQ,33.480679,-112.221054,dot3,green,1,1,15
815,w4NZRieE41M--lCZ5su0uw,33.5084748,-112.2367926,dot3,green,1,1,10.5
816,dbMKVb_0pwptu3tdgFrWjQ,33.494915,-112.225099,dot3,green,1,1,9
817,C0Oax-LBEFf0mmPSugymEQ,33.4946539,-112.2220681,dot3,blue,1,2,56
818,D91dby6NHj13Cp7cDIj4TQ,33.477407,-112.219346,dot3,blue,1,2,44
819,E2BMYajnI3USNpABFdBn6Q,33.479524,-112.227821,dot3,yellow,1,3,108.5
820,GNZuoHxehd_3Kej7eXj8iQ,33.4812851,-112.2020844,dot3,yellow,1,3,124
821,Cdnp0HbJ4wVlzffuueG45w,33.47994,-112.203776,dot3,blue,1,2,56
822,mVcSgP9JneHL4oz9FQPhnw,33.4818347,-112.1862167,dot3,green,1,1,17.5
823,OkrQmezVphjEnYQg7ngAbA,33.49389,-112.236894,dot3,green,1,1,7.5
824,o70dr8iwKpHpg0_wjkA0Rw,33.493295,-112.220979,dot3,green,1,1,7.5
825,z0xEfgr1-lDqVatrX-rf-A,33.4659771,-112.1696016,dot3,blue,1,2,59.5
826,pdsK3YZfXZbzOEVpGNcilg,33.46708766,-112.1681035,dot3,blue,1,2,36
827,4iMQGPFeMhbduKTWrwtWNg,33.466759,-112.167615,dot3,green,1,1,12
828,tNdb_01AHU3O1_ISE2Mf1w,33.4663506,-112.1711226,dot3,blue,1,2,31.5
829,UF1NxzXlRa1Qa3uo_XODsA,33.466366,-112.169573,dot3,green,1,1,7.5
830,ot4Of_A9onKHoVt4XU7v5g,33.465469,-112.167962,dot3,green,1,1,15
831,PYfbYi0M_q8sTmVBaocyow,33.4656138,-112.1672669,dot3,green,1,1,24
832,5QOitecMgPwjT8RbUAQdig,33.4787353,-112.2213794,dot3,blue,1,2,30
833,5GpvSL1tlAjpgdJKZ5eLpg,33.4673054,-112.2211163,dot3,red,1,4,280
834,AMvEtuSRdXzb4abwFgL8Dw,33.466237,-112.204726,dot3,green,1,1,4.5
835,RIPnl1BAUaY2rSW8cPuQWQ,33.472143,-112.237262,dot3,blue,1,2,24.5
836,4jxKmU2No9hGWCZuYPjeLQ,33.46898,-112.22115,dot3,green,1,1,4.5
837,ILm0LCXrDGs_5aGa83dgfQ,33.4775855,-112.2211945,dot3,yellow,1,3,102
838,ycFghD0OZyf9i4mRkD6o6Q,33.479324,-112.22135,dot3,green,1,1,6
839,mPMw_JxSRjzPXVdTjWmV6Q,33.4706577,-112.2212155,dot3,green,1,1,24
840,R7SVavAsjzN3wy825PiOEg,33.466415,-112.188328,dot3,green,1,1,8
841,5oe5ciunMsjPKLAj0pl_Lg,33.49023262,-112.2556433,dot3,green,1,1,12
842,hVDo35_OySCeFWYLFKM7WQ,33.4797253,-112.2536443,dot3,blue,1,2,40
843,4hqPdtPCH8rLHTet7k8-RQ,33.479717,-112.2535839,dot3,green,1,1,4
844,AIM_3ESPX13J4G4ZNVOY_g,33.4938603,-112.279707,dot3,blue,1,2,25
845,_io-CVnCgHyt0vpTCrP13A,33.4947065,-112.2919195,dot3,yellow,1,3,120
846,sCv1wUWJhFmQEMw3A4lwXQ,33.4942832,-112.287703,dot3,yellow,1,3,192
847,mNjLNTOXSckssvYNn-ZFjg,33.493973,-112.2920313,dot3,blue,1,2,44
848,SPqPt-K6qzTutj_vWOgKGA,33.3777493,-112.0735285,dot3,blue,1,2,44
849,ZD8xAsXsj8FRunJOP4fSrQ,33.362881,-112.086059,dot3,blue,1,2,45.5
850,GoWTsb8sGyJ026a3cbw03Q,33.391964,-112.0973137,dot3,yellow,1,3,108.5
851,grKO-AmJulPUuSxQuplYEw,33.4606832,-112.1696783,dot3,green,1,1,17.5
852,W8Gjzs5mxSU9aA77l-V9fA,33.4511267,-112.1568419,dot3,blue,1,2,35
853,Qo05fV2xk3_CAd8WdGbz9Q,33.437482,-112.174813,dot3,green,1,1,21
854,K4VHuqUFwc4eeC8LkMLyTA,33.462094,-112.1858875,dot3,yellow,1,3,87.5
855,RQnw-0PLiC0HsstKrpF9Cw,33.4652322,-112.1697371,dot3,green,1,1,12.5
856,nU1xvCBFBVkahDrZSoN2Rw,33.464171,-112.219927,dot3,blue,1,2,27
857,JRb-IC8MS-2rAsveFAE9CQ,33.5401767,-112.1337379,dot3,green,1,1,4.5
858,hvReYqE_qdIlf4OEkQxkmw,33.538767,-112.134228,dot3,green,1,1,16
859,Vb1tNz0Tlm1q41A4gjY-cg,33.5549658,-112.1342532,dot3,blue,1,2,30
860,fm4X0SV2Kofj-57ZfHiZ_A,33.5527616,-112.1324438,dot3,red,1,4,499.5
861,DE8UVNCCpOE0vTAbGaMoeQ,33.5671173,-112.1333288,dot3,red,1,4,477
862,cPmbPQepAatet3QMUZaSeg,33.538227,-112.114685,dot3,yellow,1,3,176
863,6HAKrJvqrwyL-ZhyDX2JNQ,33.5515865,-112.1169962,dot3,yellow,1,3,72
864,mn1LFFcQwEpir38_mPYH_g,33.5531112,-112.1357952,dot3,blue,1,2,24.5
865,JgR9549t1KZJMFPgTtSCbA,33.576333,-112.117925,dot3,yellow,1,3,129
866,os_r5fCkmjeP980CLv20MQ,33.579999,-112.118976,dot3,blue,1,2,30
867,pWPzxPPXN4IqI7RUU_8KKw,33.5527619,-112.1332565,dot3,yellow,1,3,139.5
868,SV4c043_aTMxE29XjMoiqw,33.5261574,-112.1307323,dot3,green,1,1,9
869,3VKJ7cWSH38QKgCrYlG3Mg,33.5415109,-112.1343372,dot3,red,1,4,236
870,qP1qB2BZRmrdsh3ZScttiA,33.5531915,-112.1130622,dot3,green,1,1,16
871,xBCfrESSbroTjhVcRfG4NA,33.57412415,-112.1256146,dot3,red,1,4,304
872,iins67bZVJeDrjiOTZh8DQ,33.579445,-112.122349,dot3,yellow,1,3,98
873,4O8NrAHjO6Tb_Xa_YT-Xjg,33.5679047,-112.1178872,dot3,blue,1,2,56
874,8IKkVbylBYRruaYjFPXqtg,33.5735301,-112.1257408,dot3,blue,1,2,54
875,OIBrslaVxFxaaGUsYFUujg,33.5804279,-112.1204917,dot3,yellow,1,3,123
876,C_YBdVpxct0NqjrCJDBlxA,33.5813975,-112.1223949,dot3,yellow,1,3,72
877,IfqYtKTV6_smGY8gbuYKkg,33.574335,-112.12561,dot3,yellow,1,3,102
878,eOPxvbzFTBjO5LSV3uYMug,33.5538702,-112.1342566,dot3,blue,1,2,35
879,YBVQik4ySvAlvxobuFcXDA,33.5512071,-112.1342576,dot3,blue,1,2,45
880,WoJrHOtrQ5R4jx80GwlnxA,33.58154987,-112.1220526,dot3,blue,1,2,69
881,1LSxfyNIUFbQb-Ej0FDGTw,33.5800411,-112.1246212,dot3,yellow,1,3,159
882,_oQN89kF_d97-cWW0iO8_g,33.6391363,-112.150244,dot3,red,1,4,747
883,TqVjy0dxvNh51BF9KePCoQ,33.6102307,-112.1328669,dot3,yellow,1,3,80.5
884,63cjAsO1jXvrwvjkUiEkVA,33.63236,-112.13216,dot3,blue,1,2,40
885,DHk8is9rvfnATsW1AudWQg,33.64161384,-112.1173872,dot3,red,1,4,760
886,76t0p7bQRbHwPLXmIk2DyA,33.639942,-112.1187291,dot3,green,1,1,12
887,ZE4n6W-ppcpv_sF_RH3xOw,33.641912,-112.118875,dot3,green,1,1,6
888,6VaAYF0Pu1O3d-yrQSwk5w,33.6399107,-112.1308786,dot3,yellow,1,3,112
889,rLv5DPLnO67TCHIbbBWYPA,33.6399375,-112.1189379,dot3,yellow,1,3,137.5
890,5ErKAS0rHOfU33CYjDh2Aw,33.610825,-112.1310283,dot3,red,1,4,248
891,Y2nuyOKrr8Kg9omMghnHWA,33.639989,-112.133927,dot3,green,1,1,20
892,LxNehlnStQY_rxEwiPof_g,33.6106434,-112.1500691,dot3,red,1,4,454.5
893,0hY0qoXHcI3czshcrZPpYg,33.6232447,-112.1336897,dot3,blue,1,2,24.5
894,LqfCXOcyNPzDtBgy5M9VFA,33.6107444,-112.1340403,dot3,yellow,1,3,200
895,B5hhRbxDIADG-bFaQIEWag,33.6389203,-112.1506377,dot3,red,1,4,232
896,KG3jgM5yeGy_bN_GpHS6uA,33.610303,-112.12003,dot3,green,1,1,18
897,vKSyuGH08YJuJYbP3o_PXw,33.61116,-112.135541,dot3,green,1,1,10
898,4Vai2JNI48yffzQ7CMezBA,33.62758,-112.134346,dot3,red,1,4,256.5
899,KXMfiG_2_LALAaGzxt1YbA,33.638925,-112.1209326,dot3,yellow,1,3,128
900,bEYB3PK1IKQS_kYXaGJXNA,33.6120737,-112.1348765,dot3,yellow,1,3,111
901,NtizlEdtnJX0tteMdZ-6tw,33.6102682,-112.1507068,dot3,green,1,1,10
902,YHGpemLe7cbnPSubG-cRRg,33.6392782,-112.13608,dot3,green,1,1,19.5
903,iyc8liplbJCVxSl9mvel0A,33.63929,-112.150139,dot3,green,1,1,24
904,6I3FdazyK8qnqIYm11x9fQ,33.6394497,-112.118963,dot3,blue,1,2,45.5
905,QGZiJsrHVKFO_B3GLkph8A,33.6252489,-112.1298368,dot3,yellow,1,3,144
906,zAyk-fwDWf69AaTwNT2Ksg,33.798477,-112.066857,dot3,blue,1,2,27
907,-3xbryp44xhpN4BohxXDdQ,33.67526374,-111.9756176,dot3,red,1,4,572
908,3uGE4jy0FQJ4miKr4PycjA,33.6789932,-112.0301297,dot3,green,1,1,7.5
909,bcxb83VBtvOGmo6D1Xst_w,33.683345,-112.084629,dot3,yellow,1,3,75
910,VVeogjZya58oiTxK7qUjAQ,33.449233,-112.065458,dot3,red,1,4,5812
911,cN6aBxe2mQvrQlzk26LyRQ,33.4772365,-112.0734835,dot3,red,1,4,1840
912,1NZLxU5WvB5roPFzneAlLw,33.4789315,-112.0479163,dot3,red,1,4,2648
913,aRkYtXfmEKYG-eTDf_qUsw,33.5005719,-112.0741143,dot3,red,1,4,4302
914,B8ujMtvvpHyEQ2r_QlAT2w,33.5237203,-112.0480242,dot3,red,1,4,396
915,a8yzGF79KcfyRye2R6wt3Q,33.52485,-112.047889,dot3,yellow,1,3,159
916,soiGohHtWOltGeomkSxzEw,33.4951403,-111.991453,dot3,red,1,4,717
917,QdlLtW6YAaDOFKihURosYQ,33.5095252,-111.9852597,dot3,green,1,1,16
918,CFaRVxsnN4Zjf28cbORKIA,33.5694088,-112.0741658,dot3,red,1,4,624
919,nQUsMhT7qY6pPMvTT6xGcQ,33.367178,-112.073681,dot3,red,1,4,850.5
920,r-8wS4RTfRJtWM0DvdaCtQ,33.4884218,-112.0823702,dot3,blue,1,2,38.5
921,OFBJtqWGSx6n6CchtVmoRw,33.5100544,-112.0146409,dot3,red,1,4,2600
922,Zx8_4zKdDBSO3qGrkukBIA,33.626933,-112.100731,dot3,red,1,4,2964
923,WO8I1ab_MLQ-4M1wIEzTag,33.49112,-112.079081,dot3,blue,1,2,67.5
924,jbKVbSz51F8IcewsiRQu4A,33.4552907,-111.9878697,dot3,red,1,4,414
925,Bc5bgPG1MlTc75G0A-_7fg,33.4552907,-111.9878697,dot3,blue,1,2,28
926,6j4hcNnLcDSWBwAdCi1mMQ,33.4770399,-112.0649071,dot3,green,1,1,15
927,dsMvINhoQbIQgSRTBv2B6g,33.3488977,-111.9763848,dot3,red,1,4,416
928,IpqgfODLFPww-6TxCk-LJQ,33.5092093,-111.9885861,dot3,green,1,1,20
929,V1nEpIRmEa1768oj_tuxeQ,33.45496,-112.079908,dot3,red,1,4,5409
930,EWMwV5V9BxNs_U6nNVMeqw,33.4916953,-112.0734977,dot3,red,1,4,4468
