business_id,latitude,longitude,stars,review_count,success_cat
ksOGKaLTEn6NSDgTXb039Q,33.4987104,-111.9180239,3.5,19,5
_ql42UadWUh9SgU09_c2mQ,33.566109,-111.9244817,3.5,62,8
AZAd_Zhv4UiJZ1x2FRPqIA,33.547495,-111.92358,2.5,15,5
BCsYkzqxGY_xmi5q_ayFDw,33.5291033,-111.9261874,4.0,57,8
-3xbryp44xhpN4BohxXDdQ,33.6752637422377,-111.975617586337,4.0,143,10
VHqh8I-GupfFOPr4SampzA,33.7321824,-111.9779379,4.0,8,3
4qOPELunTvPQsmmnLDr4Jw,33.5780268,-111.9269378,3.5,37,7
2OY8xs4aqOt8eTnYokdrww,33.5219881,-111.9593524,4.0,277,10
-IEBe1UpCz8-dTAp8_fClw,33.546,-111.96828,2.5,19,5
fOup98Vso87ERYQ_6eYmeQ,33.581586,-111.925693,3.5,72,8
GQOUcI_eUFjuczwwT7okOA,33.527824,-111.9270661,4.0,5,2
dPP8HsGEH3A-7F75zHPwUg,33.5394472,-111.924828,3.5,9,3
7lp13T_FUmX1XjU2wen_qw,33.5802421,-111.9258314,4.0,86,9
WbGyfSypHxJZPC18Kj5OmA,33.546,-111.96828,5.0,3,1
-eE4PAWu5FBRnAvbIMzWqg,33.5297976,-111.9258158,2.0,4,1
h3T8DTVDtPzy9ICw3UixdQ,33.5277785,-111.9258643,3.5,19,5
81KVNlJB5aO18IKfpRwUeQ,33.527824,-111.9270661,3.5,3,1
B-urUvRjp0GJ8-Kos2Rjrw,33.546,-111.969309968262,3.0,59,8
2JZv-P1lDKOPKvefQlYDEQ,33.5662285614511,-111.924898776627,4.0,141,10
AjVRPatAHLNwbnx3GWk5Gg,33.539463101157,-111.924161911011,3.5,130,10
sWnYWXqbcjEOAD2LhsmM3Q,33.5819965,-111.924221,4.0,19,5
sbjb1qNUcqQomJvcgPuJCg,33.5391416181583,-111.924271043316,4.0,170,10
93MSg7oEwF8VkIAS-oDtdw,33.5671379,-111.9259237,2.0,4,1
52OM_pfQNbWAwZ4ztWqaJQ,33.5796785,-111.926144,2.5,6,2
VGvieeQwktJPxLMq6I3tkg,33.5793452,-111.9258593,4.0,5,2
mpaPct-h9EGFSoRZB67mrA,33.5796175,-111.9276631,3.5,3,1
EHi-lebXGWjSktl4WvSoow,33.518225,-112.004898,4.0,215,10
VGYaXB8kJjqBBIg6bsx1Sg,33.6740673,-111.9253248,3.5,40,7
AyvyWENKpPBOFnFFkZuAyQ,33.699108,-111.893058,4.0,39,7
CVBYF1AMlrZbScRXX8d6XQ,33.6757566,-111.9253764,3.5,13,4
NkTBJP2YOwUAUNzRqR2gJg,33.700033,-111.888462,4.0,18,5
Ih4HSyzm5fQHDnKOn4nmwQ,33.697493,-111.889863,3.0,5,2
fTqTiOdgLH1OcHw_spZ4nw,33.700033,-111.888462,4.5,29,6
ltk2xcvDFvuljYIpMnRqAA,33.677676,-111.897056,3.5,18,5
IwkqtlUI8DV48QxCz80WQw,33.272043,-111.9802308,3.5,121,9
l7gUqxGk1Zf41r8K6FVMnA,33.7012666,-111.9253026,3.5,7,3
_L9E4eZWX0vdePNjU1xtuQ,33.699087,-111.923733,4.0,68,8
WIcDFpHEnC3ihNmS7-6-ZA,33.6986497,-111.9174872,3.5,22,6
7bkr2A6Hr0fnYOVg0O5RHA,33.6405431,-111.9256236,3.5,23,6
FN_iNrt1Q7kHeVEe38yVGA,33.6272906,-111.8548219,3.0,13,4
CIpzeDYD252nq0nRA4px5A,33.639342,-111.924724,4.0,94,9
srJKW8K5GPCz_4lVv4MeEA,33.6282799,-111.8550721,3.5,7,3
FS7aGG1AOLbrVIGXTuA5EA,33.640637,-111.9086,4.0,22,6
YtLmp1WRJJWl8CcZMJYZqQ,33.6459785,-111.9170571,4.5,6,2
Apee77IOW5uNS7eGJe6Srg,33.6979715,-111.8929195,4.0,5,2
stH6XAn2Drzol1H5oGvL2A,33.7019607,-111.92528,4.0,69,8
fWnGkLnZzv2yl3fB7xF40g,33.6412871,-111.9258682,4.0,324,10
BnbJTzFHzwC9qRTZa2pTHQ,33.5826712,-111.929119,4.0,40,7
2nGw5zkzvO5c2eH5P4C_kg,33.4671079,-111.9086211,3.5,8,3
luCSjoNQ9q_0QIjKKOy2pQ,33.4655863,-111.9279622,4.0,358,10
c7pCjV1jaM1-o6FS0gB9Zg,33.4656359,-111.9283325,3.5,18,5
fMcI0fOLmUwSvgVCmGA9Rg,33.4716681,-111.9265148,4.0,125,9
zblaXjzHKgT0yLZpf4bg_w,33.465383,-111.917197,3.0,28,6
G27f2NAq05CkMaoiXBPY_A,33.479244,-111.924736,3.0,24,6
hYooRvt98mjOun91EyKPNg,33.4659292,-111.9221167,3.0,5,2
kIco4kv-FHT6QqdkDQ2cow,33.4797345,-111.909476,3.0,26,6
9r5YLKGTdQz_Q29cBifePQ,33.46339228184,-111.92700305351,3.5,78,9
f_2iPdAHrcKMwMFJSRdFZQ,33.476995,-111.925977,3.5,47,7
h7hr0v3E1ulU2sXNItD5UQ,33.4659254,-111.9216145,4.0,162,10
0zHHvaVxvR5BpFXECvNNFQ,33.466245,-111.895899,4.0,22,6
eA-qHFglOMhHwXcnHBRpNg,33.470046,-111.925514,3.5,46,7
iw7U-ZLP7Kp1gpNdCIf9Gg,33.4662112,-111.9121848,2.0,8,3
rQTew_o97A7BL-7q4YhLCw,33.46555,-111.91153,4.5,16,5
APdrRZvoxc2Z86owaNj8Aw,33.4626951,-111.9266225,1.5,21,5
seMhyOy1AHHE1_ZLm2R_BQ,33.479625,-111.926638,2.5,9,3
xvCWAzIS_EpTwDIUVhY_Og,33.4659545,-111.9208174,3.5,8,3
Pl1qDTX90DSLHo-ZAlAh9w,33.4726716,-111.9264432,3.5,20,5
o1GIYYZJjM6nM03fQs_uEQ,33.454286,-111.909405,3.5,244,10
hm6C88ehaQy721_r98krpw,33.464515,-111.927493,3.5,3,1
JHp5mJvYe6UtM_QsklR-iw,33.4644545,-111.9170504,3.0,14,4
8AYH_pFl8GpPKCR_k-QigA,33.4781055,-111.926599,4.0,9,3
-XoFkjdXb5ZIXwoZdjJtoQ,33.4727577,-111.9265062,3.5,7,3
rt20ZJn4lY6e7cUQ41yPkg,33.474552,-111.926486,3.5,102,9
Gp9DdRy5cycduXjkLkj8ZQ,33.4787159,-111.9255906,4.0,4,1
dyd81TK9jY-WLt6UbMFWng,33.475411,-111.925542,4.5,84,9
diL_xjhgiG607ux1nC0xaA,33.4666595,-111.9142306,3.5,74,9
-Mf4I8Jr_Vly37Z3Mgf0zQ,33.4522676,-111.9261275,3.5,10,4
z3yFuLVrmH-3RJruPEMYKw,33.4740683,-111.9270326,4.5,549,10
5eZd9ni35mZlU6n4gocZfA,33.587947,-111.8378272,2.5,8,3
ezzEgkFRlDYHJKqswJ4QuQ,33.5894645,-111.835573,3.0,8,3
ESAm7dJIeS9CdWkgYASk8g,33.586509056609,-111.83873086905,2.5,9,3
-M1rR1Ip7NOlMn5EbUkuog,33.588985,-111.835492,2.0,8,3
1_FS3rvpvgGEzr_SncSVpQ,33.5869871,-111.8365715,2.5,43,7
Gy6hVorUNFCqNr-eYh5ZVA,33.5865658,-111.835417,1.5,6,2
ZdQbDVZWDsO-d7q2qW8E3A,33.5873505313274,-111.837410823185,4.0,130,10
Xn06AozwcTvUPFNkknbgnw,33.587109615647,-111.83734988227,2.5,6,2
ypONG7TOwU7ZTTFc03Zx3w,33.587704234418,-111.83665581078,3.5,6,2
is-olmqaSZ0KCoe-_ftW5w,33.734456,-111.680394,4.0,11,4
by3FW3uQWgAxAaZUSuL9Tw,33.4155338,-111.79015,4.0,4,1
PwCIMun-O0dB7Kh1NP7n5Q,33.422756,-111.925685,3.5,24,6
C6gkuLYG_NOobXxaXwUUpA,33.4219961,-111.9398853,2.5,8,3
jEWfxxA_kjeJE_Z_ku3zLA,33.4261603,-111.939838,3.0,231,10
JokKtdXU7zXHcr20Lrk29A,33.419568,-111.916097,4.5,1241,10
N2RtQLz2TiTpaMJoDoUpeA,33.422274,-111.925947,3.5,204,10
jJ2aoxyQjUKYCwWOKO4uPw,33.42263,-111.940813,3.0,5,2
OuGcrCgeTBrJnEGvLZ3JvQ,33.4263817,-111.9401864,3.5,50,8
vi3TSM3KR-OW7LlHJ6QmEQ,33.4449783,-111.9481945,3.5,12,4
fb9eLHJ4S--TyXsarJJo-g,33.42135,-111.924806,4.0,103,9
hyff2JyqQgf85MaJZslHCg,33.4245625,-111.9409053,3.5,187,10
Lub4-HPEabYInC2befLfeg,33.4170691,-111.9230005,3.0,12,4
HMUvbAHRnbAczNrYy8e5MA,33.422728,-111.951494,4.0,224,10
ib23CJSg5HjQi2sOm1yGaw,33.4221126,-111.94542,3.0,17,5
Dh-jKrXlivowMGDtfD_gug,33.422318,-111.935883,3.0,24,6
K9lqz1JiwNE6cctR6qsJuA,33.421866,-111.9100044,2.5,9,3
mlK98WCvWNn5hkiLtscQTg,33.425711,-111.94047,2.0,4,1
ZDXZGMpA4IhIqmMIMdeHlA,33.425938,-111.940346,3.0,47,7
GKzbmBwL2GsRlF7RMuhQdQ,33.4220864,-111.9243668,3.0,3,1
DpVZRn15Trc4oBU6MIxr3g,33.4217341,-111.9396896,3.5,53,8
cQNUozVuJglYjbBx7N8v_Q,33.421663,-111.915278,4.5,7,3
TzImzfIWkZTnetKl2a4-SQ,33.425711,-111.94047,3.5,208,10
Cix9as8NXr9Ul0boTJ8k1A,33.4144553,-111.9207409,3.5,11,4
eGevCRobYnA_HSj60sEWvQ,33.4153291,-111.9185086,4.0,348,10
-bd26a1QEEpqUZjBmtBUiQ,33.421336071135,-111.95161488531,4.0,277,10
chudEeZo1SNr-0Mo9L2OgQ,33.4213508,-111.9247139,2.0,129,9
EZox45JjYxhwYFbL70wPIA,33.409766,-111.92578,3.0,13,4
MAfc2V_EVtyR9rMxxEAPLg,33.4146742,-111.913402,4.0,216,10
UI8iKvzhGn2qZCGIqtQqrQ,33.4218047,-111.9533039,4.0,289,10
o6w5mssU2sGOceaqPWOczQ,33.422274,-111.925947,5.0,3,1
8Hn5X1AqgmSLHRG2KgBJBg,33.421617342644005,-111.9466751753,4.0,335,10
3uGE4jy0FQJ4miKr4PycjA,33.6789932,-112.0301297,2.5,3,1
RtApx92iFX4n-e1VlQlkmQ,33.4167493,-111.9219044,3.0,11,4
G3zvxtzN46-rfTTqwfhqLg,33.421314,-111.924319,3.0,8,3
onwUqByAIhtkyJsEITV5lQ,33.4145027,-111.9268353,3.5,68,8
AEDOhkPdlVoYu3ImKDVk9g,33.4217923,-111.951184,4.5,6,2
8_wUsDlOE8Guecq5RZZjDg,33.4218102,-111.9455885,3.5,71,8
SNpVV5viJ2aPylP6bkAx8Q,33.4143794,-111.9359999,3.0,30,6
f_re4xw6zXn2DAbcChF-AQ,33.4214628,-111.8835179,4.0,21,5
eg4nd09goZ8opkthsKgn5Q,33.414417,-111.921157,4.0,31,6
JsanjIgKkl_b6kc4qWC55Q,33.4213508,-111.9247139,4.0,127,9
6pd0Z40VifMh6ETJrOw_0g,33.4131245,-111.926694,4.0,22,6
7kAXbY8hjHhC-nZKR2Embg,33.429263,-111.922006,4.5,27,6
NMYXPFV8V5uOi9wUuR3mdg,33.4167243,-111.921182,3.5,67,8
x-lEn6WxwqSNrdYdgjRsyw,33.4221754,-111.9453653,4.0,122,9
YPjYXym_ELaoo8c2cdVPBA,33.4253394,-111.9398532,3.0,39,7
L2J3JfjXZLnX1rLhWKthqA,33.426355,-111.939806,3.5,333,10
c1yGkETheht_1vjda7G5sA,33.4537869019623,-111.927165985107,4.5,700,10
FPboZrUMSNYE4Yy_0fX-Ug,33.4486235038312,-111.926843080987,3.5,52,8
XyE2QzPQjhvMXpSyw5Kvog,33.4497074,-111.9269618,4.0,69,8
cfRrO0P-L7o6UWL81pmxCA,33.45319,-111.926944,3.5,55,8
6ie9xvy2WW1pn7RuBvGNhg,33.4150348,-111.9184724,4.0,93,9
fNi9qUvM4G4MtjsFgUI7Qg,33.425938,-111.940346,3.5,23,6
VBhgkRUNe9gjc1HpmHA3Zw,33.422728,-111.951494,2.5,104,9
bMqkyZZzfJ3CnmrgGBjJGg,33.4139364,-111.9265784,3.0,6,2
HibY2EcXQhd4_JK_E_RX-Q,33.4222428,-111.8519509,2.5,51,8
m_rEr3Vg1-f9Dg-Nag4FWg,33.4216092,-111.9429427,4.0,120,9
Mh85-BDqDHlngT8G2ZnRWg,33.421753,-111.94249,4.0,95,9
6oRAC4uyJCsJl1X0WZpVSA,33.4142731,-111.9134509,4.5,440,10
cUaaIk_3UdeSJ54CLvrW8A,33.4243474,-111.9398364,3.5,87,9
XBm9ffI2pK-A_HcoHXAbcQ,33.4247786,-111.9398454,3.5,157,10
FG_GRMLSj68ximzfrr9eWw,33.427788,-111.943193,3.0,155,10
jrZ4CdPKcXtFv_xhV8ThaA,33.4219589,-111.8865414,3.5,56,8
Z_AF7hMunongLQ0XZPNaRg,33.4221885,-111.9465206,3.5,53,8
roPC5nhFSV1mklVVOzTjzw,33.441124,-111.927581,3.5,30,6
C42yP2SAQyit92zVyRAqMw,33.4223522,-111.9617646,3.0,34,7
Qxgecwyn0cy5ZgyUF2urxg,33.422127,-111.8980176,4.5,10,4
Y-NqaDy_1bb-Y5dQ33x-Pw,33.420486,-111.9389304,3.5,37,7
6md4A90THda31wTg1bB3hg,33.4276,-111.89997,4.5,291,10
5BXNeSwzOy1nhU9PtCHvIw,33.4216347,-111.8858437,3.5,33,7
my9uotsFBYJl9L66iS5EuQ,33.4235796,-111.9392896,3.0,18,5
4XTcSltd2GydhvOzAV4SaQ,33.42135,-111.924806,3.5,61,8
_uxcGC8YbHH2kJgXT2CxZw,33.4369884,-111.9269769,2.5,18,5
x8I3XYa6CbI9REIJpDFtQA,33.4185165,-111.9360978,4.0,46,7
-O7H5LhBkE13VQZB0QZI0Q,33.4240085,-111.9401874,3.0,99,9
IIYSJTKznSQmb--Kt1-HGA,33.421712,-111.925231,3.0,7,3
q33WQvdsAeJHbTDYnCvxMw,33.4214129643622,-111.967170499646,3.0,36,7
CO8UjN6WXsDJqo5qJx8nFA,33.421824,-111.9602619,3.5,44,7
vAOTGsBMJp2ebRCJ6Ny7NQ,33.429221,-111.940425,3.5,261,10
BZ5Fqx0dTwZgnLzCcMyJaQ,33.422576,-111.896271,4.5,53,8
EKzMHI1tip8rC1-ZAy64yg,33.4235148,-111.9374375,4.0,480,10
IoKd6IJaSZnR8KZTuHw-yA,33.4233153,-111.9402738,2.5,6,2
S7f-B7KNSTU_akRQGeft6Q,33.4233153,-111.9402738,2.5,10,4
Kur7YGwuw6CqnqEypNrOvQ,33.4214418,-111.9600488,4.0,64,8
u4gTf8OO6ywnnBUp7UL_vA,33.421053,-111.915305,1.5,5,2
4AKcmN--0hbF0kX9pg8scg,33.422317,-111.936309,4.0,363,10
tmFFpZxewCwtZGnC4YfcXg,33.3928746,-111.9376983,5.0,4,1
q37eFP7wNLVg5ka1BophAg,33.4143460070954,-111.928995002107,3.0,11,4
W5tBa2Bvs2fCXQuM40REAA,33.414333,-111.923735,2.0,45,7
-wwJIaO7-diyEqxGwZKVuQ,33.421385,-111.893092,4.0,10,4
kBF7JSs3VGdjjcf46vk4nw,33.4214418,-111.9600488,3.5,17,5
yi5pFL1xhnMUH0BZb8xNUw,33.4203823,-111.9234617,3.0,27,6
Kv3rSUtmAzDA2ADAkKUVYg,33.4152426,-111.9196665,4.0,4,1
iNT6pcUugoXsDlZgRTyhtw,33.426651,-111.940428,3.5,361,10
0udEgNqy5rLR5pZ4kD19Og,33.4215393,-111.9447821,4.0,237,10
2ceeU8e3nZjaPfGmLwh4kg,33.42092,-111.943271,4.0,471,10
O7zS7fvyNcq91iFABSMudA,33.443466,-111.926818,3.0,3,1
KyiV6r8jH_bgq3VkAaYw_A,33.444213,-111.959388,4.5,15,5
rlQCMHmaMjPzEh3BeaDkIg,33.362493,-111.929061,3.5,80,9
MwaFQkJxzqg8G5_hTip99A,33.378951,-111.966547,3.0,118,9
D3e0Caowj_1X4o6C9hzN1w,33.3782369,-111.9364224,2.0,18,5
RtkO-NApvScuMyQGpwRfIw,33.3637707,-111.9100618,4.0,17,5
63oKTPacLDyd9D5XwmAlUA,33.3794329,-111.9221783,4.0,110,9
0m0KmAYGvC34MfwJIEgCEA,33.351139,-111.963499,3.5,55,8
eWvfBkL6NPtIjfqhCo7EdA,33.3637489,-111.9306612,3.5,13,4
y3V2jqKmvWjyo9Mc-Ipn4g,33.3774019,-111.908621,3.0,37,7
b7-1zOz2yaQZ7JUHqHLAlA,33.3771903,-111.9520135,3.5,15,5
n2obEkXP7e3QCNkYXcO3Cg,33.3778109,-111.9371266,3.0,30,6
p06uRJ0HO4k9FXabVX45Pg,33.3781112,-111.9610283,3.0,14,4
SZ9JuY-zD0SIrBS1b9Isyg,33.363644,-111.911042,4.5,9,3
yKC98yTn7_feZ8LOx5jAvA,33.364291,-111.9124,3.0,7,3
bygCmRIxMiLjs66Qf3whSA,33.364213,-111.911785,3.0,22,6
446KvdN175pZ8nc64QB51w,33.3780931,-111.9058616,3.5,14,4
nseCVrqIJ6GLdSz6dn4fkA,33.3742118,-111.9193401,4.5,3,1
ZlmZKy8IYfExSP33WJflwQ,33.3777945,-111.9381961,3.5,77,9
3_-UavvGHSl3yzyX3KGg0Q,33.3631806,-111.9291133,2.0,7,3
tHztlek7Ecs-5ZonXUATyA,33.351358,-111.965949,3.0,8,3
ZT4yweuACGHR9KtlqPJpiA,33.377798,-111.949996,2.0,9,3
xgiMIVfuR94h2NACaQfo3w,33.3636736,-111.9267178,2.5,4,1
iZpgRNPogioU5sEaDyl5uw,33.3637468,-111.9277022,3.0,80,9
eYi7Ylx0srVaeCLnkeXyrQ,33.3786663,-111.9238382,2.5,8,3
ApEvXLmsPMWsUVEfPkrmfg,33.3500187,-111.9299298,3.5,83,9
Kp7FuOK-vb1ufpCsTU14eQ,33.3783141,-111.9223494,4.0,23,6
pSiR8m18iick2D7TFdmb-Q,33.3779734,-111.9062418,4.0,96,9
baV9mE-cD9u-buA9N_k-Xg,33.3774137,-111.9083692,2.5,42,7
TOy2PLtojYMCaVzHsEzyhw,33.3778361,-111.9646214,3.0,17,5
lJcXm5UJ2yAGcX6hUN2kfg,33.3781238,-111.9642112,3.0,15,5
QxpX4slDIOGFEHlPV4mrSw,33.3636228,-111.9631209,4.0,49,7
166feddAL9YETnzTSUJ8aA,33.3633651,-111.9624951,4.0,24,6
YL_EiYALmGUd1lm5HZgL3w,33.377697734012,-111.9388855672,3.5,141,10
fON48rwmABedlUu0DWVEiA,33.3633965,-111.9097331,4.0,36,7
pA0Z8FbnfsoRmHe1ULqHeQ,33.3779103,-111.9618375,1.5,8,3
2o8wGRVSn1UCrwSMqwgu-g,33.3638909,-111.9131101,4.0,37,7
sNuyncpQdcvfEpfZS-3Yew,33.321266,-111.911648,4.0,234,10
56YapUus0bh9BFax-HIbPA,33.3791269,-111.977079,2.0,4,1
kCuThQa4pyo6S7hXyfSqkg,33.3786329,-111.9690009,3.5,15,5
UcEaSZ2nd721f0C67zN23w,33.3791269,-111.977079,2.5,15,5
ZLMTpar6-f_TgekXpaza6g,33.2652272240243,-111.687269210815,3.0,20,5
8tGQZpKXJzQEu0we77w7eg,33.2669731,-111.68752,2.0,13,4
AoQ53rJ0ZWvVgJYRXGduKQ,33.553472,-112.169221,3.0,6,2
ZgvRm5mAyHJs-yWH6pYHww,33.6391125,-112.1864708,3.5,22,6
dVdZTdXcz2W-Hp3NFXQuJA,33.5227015,-112.152081,4.0,7,3
iOdaFYr_V6SKEKzB2fE92Q,33.538431,-112.1987305,1.5,3,1
Dl75rUIh6VWgg4bRxOLqoA,33.5384459,-112.1516813,4.0,25,6
RDuYiyWttgSY0_TE8gy3dw,33.524453,-112.186745,2.0,3,1
1cTI09YZ3uRPXt3YkznuPg,33.5414182,-112.1825527,4.5,84,9
9rELgXY-D-MbH3HuKotcmQ,33.6397913,-112.2245556,3.5,3,1
mLH4DEWVcYVFHwsVNyb-uw,33.5379474,-112.1660092,4.0,20,5
2zJbG645xRdTfAprhaVQTQ,33.53868,-112.20068,4.0,26,6
UksBiIoqV0sr4kcqBOE4nQ,33.5382637,-112.1819148,3.0,34,7
DfJRq4pqowfdTB4iTAENjQ,33.5531352,-112.1523844,4.0,56,8
xqg3eJBQjPTeNJAk33Bm9A,33.5520548,-112.1864245,2.5,4,1
5lYd_fpm7ug7_Xzu7RloPQ,33.5231438,-112.1529341,3.0,5,2
VCGyfZMhaCNUnYTK-ihvXQ,33.5347563558459,-112.175063968262,3.5,6,2
lmlhy33A_rkwTeE2rl9ltA,33.5387592,-112.1977171,3.0,4,1
9_2qTGdmBx2lAJlAIKHOiw,33.553936,-112.1697623,4.5,21,5
SvZXOhA_hIuQgR34VfVqnQ,33.5382611,-112.1926084,4.0,61,8
3WTt7zs_JGdQnFnxKADQww,33.513445,-112.186984,3.5,8,3
znk2Myv_dDjUIRm7cYHdHQ,33.5386016,-112.1834769,4.0,28,6
19yh2tk7HXOBG8GU0_OrKQ,33.53822,-112.175905,3.5,18,5
oPhx1YGHyLmtl6sfo3Vr8A,33.5387191,-112.1662867,4.0,107,9
PLSEnkN4XybG_6qJi0R27w,33.535314,-112.15942,3.0,26,6
4RsM5U2poPyQZsaefj85lA,33.53807,-112.166508,3.0,13,4
VEDXuvU1gZy3PqD9q32uwQ,33.554038,-112.152171,3.5,33,7
Yw86Jnab9ixke9xJ5pLhMQ,33.5385422,-112.1781489,2.0,58,8
8VRTiv3IWanIf6W16KxHnw,33.5382805,-112.1527004,2.5,3,1
O-s2pyewnZXyyxBAfka7-A,33.517631,-112.168184,4.0,6,2
QtJSfc2kMLacyfyL9Z6NUQ,33.5353117,-112.1851588,5.0,3,1
Ldf1VTbrd66IKzhhLcNjdQ,33.5188861,-112.1860699,2.5,3,1
RjMUBuL5XVoyrS58xxImqQ,33.5370013,-112.152069,2.0,6,2
WYd1nHMfXkuSUOXXiXFvpQ,33.5384344,-112.1542719,3.5,29,6
oB3LAXzg-GgnPbBRUsvxxw,33.538071,-112.165622,4.0,109,9
4kSWilkz2MRpLRDBQH0j7g,33.5382697,-112.1776252,3.0,6,2
QzC9ePNTrJ5QQwehsmMAWA,33.538949,-112.187351,3.0,67,8
CFuzIBaREsa0nunnI_FFYg,33.5529166,-112.1871122,3.5,34,7
C3X564vqQ1bYLE9rlg5Q0Q,33.5238706,-112.2040149,3.5,5,2
sc1UacpE3cVNJueMdXiCyA,33.5237855,-112.2048269,3.0,10,4
367BbOm_KU4ljgj41p9f3g,33.508895,-112.265589,3.0,8,3
UvHZBttSo_9mkebNGJfS-A,33.537045,-112.239002,3.5,5,2
GPmV6e8A1gpfrCCrbe3Pkg,33.509035,-112.264667,4.0,5,2
7rNxQjRe7vd755tG6JeU2w,33.5361,-112.35793,4.0,6,2
SMQb2VoExY5NPqHXN7fQUA,33.5369311,-112.3574219,3.0,3,1
6G4UcbJ-j9v9TOAJekkvAw,33.537836,-112.358263,2.5,5,2
oKGhW4Vb3CDiGfPQDNkpzw,33.5364051,-112.3414051,3.5,8,3
V4756hXiW7Fc7U4M4NQZ3Q,33.4414221342679,-112.337805899414,3.5,4,1
4xTEUanoQgInQXRMBZtYuQ,33.4573093,-112.2726754,3.0,6,2
B_fVPPUxw0TA9TfT5NB5AQ,33.4654587,-112.3376083,4.0,22,6
HBzv6vjTkeM-s_UIFCg2gg,33.4285293262858,-112.345359,3.5,58,8
OFdO9i3NZ23HNS2ua4PVoQ,33.49218,-112.287468,2.5,7,3
4FwGN_7Qu0q45E-0C4McPA,33.49332,-112.29152,3.0,4,1
b9fEUyazo9wd4TZeDowAkA,33.493054,-112.289686,2.0,6,2
BEYbYy15KSjUI51IxVErow,33.4917771,-112.2901831,2.5,4,1
ARKzU5IdVkBryBQMmBwlUg,33.4351429,-112.296075,4.0,9,3
tjbOg0zdpMaJcpTAhrFx3g,33.4653351,-112.2773056,3.0,12,4
HUR7B6X_f_V_50w4pfoyyQ,33.4354452,-112.3428904,4.0,32,6
JlWLU-bpWMgmio-ZTtG9tA,33.4353224,-112.345932,4.5,3,1
VFi-N5ySGpId7-ie85rSHQ,33.456347,-112.3403335,3.0,17,5
sZKmOw2y3P7i0saJpZCsAA,33.4430156,-112.3492682,2.5,4,1
y9z_y8VD7xr7lf8qR-uFCg,33.4263651,-112.3548366,4.0,18,5
TnKMo7BnsbqFaeNL1GY3og,33.451818,-112.340391,2.0,3,1
pytGIsvsxzC64BbYhFHVjw,33.4250401,-112.3565386,3.5,77,9
LRLN1CIUprYLs6rWUC5bAg,33.4630275,-112.3410606,3.0,8,3
KUuJuEudXr__j_BHYXBNYQ,33.4413816,-112.349511,3.0,6,2
lQkeHWsmL48KQGXGjdEOfg,33.4493789672852,-112.342239379883,4.0,13,4
wX5HgfD1i1HYU7T6JZvh1Q,33.438115,-112.3498236,3.0,13,4
u36r5QRRwvFQGBblrMxDlA,33.4931249,-112.3248003,1.5,9,3
FosnBEgugCZfnvBwQbZPSA,33.461223,-112.3404381,3.5,6,2
rhOC6FyEpPuZxm563uwLzQ,33.4288158539396,-112.343985708984,4.0,9,3
CVpsw1ojfQBMuasB1nF3zA,33.8204,-111.9521,4.0,20,5
-TcEs-q39n1LC3kJBXZp0w,33.7569246,-111.990813,2.0,5,2
TehSM5JrMRikSnjnnfulbw,33.8321848,-111.958299,4.0,112,9
_F2DNPjsqgkAd50zuX8dYQ,33.8301769,-111.9329179,3.5,153,10
rQEVIWkcIjnfIKUrqovUDA,33.8166182,-111.9543192,3.5,21,5
nbUFQy1d04CL2QEWstCD-g,33.833097,-111.9394059,3.5,8,3
4FmFTk3qmd5inT-ZGFYwgw,33.832384,-111.934503,4.0,20,5
1lS4-F785wYGn6u2dzUgow,33.8284698,-111.9289181,3.5,36,7
pG1_llTQIrd5NRc_acQMKQ,33.829967,-111.932838,3.0,10,4
7Z_VmjR74f2Wf-hTBPDF3g,33.8319615,-111.9471619,3.5,68,8
Oxgiv8PVn4RXth_bHSbB7A,33.8273269,-111.924099,4.0,49,7
QaYbXnV84aD-BdZ56EFUTw,33.8409194946289,-111.944969177246,4.0,12,4
Zkl24YXMfpPnMXzjBLp3aQ,33.8317463,-111.9346257,4.0,141,10
YOlwn4aUSQX6fckAFRWvJw,33.832953,-111.9354809,3.0,93,9
co_6LeIptstZXrYlTrvQyw,33.7577018,-111.9916814,3.0,6,2
GY56AE5HGV2dWcRNGXumbQ,33.7428856,-111.9782706,2.5,50,8
4pC4jMoanLySaOgGRwyXLQ,33.832384,-111.934503,4.0,32,6
HS6K-7G7rkqv4lN3a_pk9A,33.797531,-111.976648,2.0,6,2
2cIEpsD_mv5zLaAM1B_JZA,33.7711714,-111.9794568,4.0,65,8
kKCcVXO7VLcjjZP2gYcr-Q,33.6091527,-112.3187531,2.5,4,1
Zpl8mUrhJJizHHOhbP4bxQ,33.6154722,-112.3212546,3.0,18,5
32dee8YUFOSBDeIRmG-tPA,33.6174356,-112.3242972,4.0,63,8
IzuQ0So4XbdLrk36Oy_nmQ,32.8806983,-111.7376874,4.0,7,3
Z7BnsxDCsWPLTGI5gBArpg,33.609425,-112.329474,3.5,5,2
dMXYzSsh7CnIX_6KixDW8A,32.9482451,-112.7117334,3.0,65,8
QcNC8YJCKIg8vFUPWcPQog,32.9458837,-112.7241167,1.5,3,1
9xbQT85RGZmQK-bFcDUXTQ,32.9467263,-112.7201835,4.0,7,3
sygb2W4NRadVXiWhW8bnFQ,32.9482948,-112.7113217,4.0,28,6
3FUN6EfHhAHlPgN0hX2DaA,33.5780876,-112.2553326,4.5,3,1
5lQatU1Kf-W-rUavMjJhfQ,33.5821385,-112.2216273,4.0,80,9
